
Project Name,020_MSM_Template_Mat_24_E23B
emmebank Title,020_MSM_Template_Mat_24_E23B
Year,2018
Slot No,12
Scenario Title AM,2018 AM 2018March_update_SepNet_AGSv1_E23B
Date,20240724
User,ChapaJay1
File Name,C:/002_D/MSM_P2_E23/020_MSM_Template_Mat_24_E23B/2018/2018/outputs/Landuse_Table/Landuse_Detailed_Table_2018_Slot_12.csv

c ,Zone,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH1PT1,HH1PT2,HH1PT3,HH1PT4,HH1PT5,HH1PT6,HH1PT7,HH1PT8,HH2PT1,HH2PT2,HH2PT3,HH2PT4,HH2PT5,HH2PT6,HH2PT7,HH2PT8,HH3PT1,HH3PT2,HH3PT3,HH3PT4,HH3PT5,HH3PT6,HH3PT7,HH3PT8,HH4PT1,HH4PT2,HH4PT3,HH4PT4,HH4PT5,HH4PT6,HH4PT7,HH4PT8,HH5PT1,HH5PT2,HH5PT3,HH5PT4,HH5PT5,HH5PT6,HH5PT7,HH5PT8,HH6PT1,HH6PT2,HH6PT3,HH6PT4,HH6PT5,HH6PT6,HH6PT7,HH6PT8,HH7PT1,HH7PT2,HH7PT3,HH7PT4,HH7PT5,HH7PT6,HH7PT7,HH7PT8,HH8PT1,HH8PT2,HH8PT3,HH8PT4,HH8PT5,HH8PT6,HH8PT7,HH8PT8,E1,E2,E3,E4,E5,E6,Prim,Sec,Tert
,343,143.9558,155.4188,179.6192,147.4668,440.2220,65.57652,138.1487,130.3132,8.93420,14.65367,16.70710,0.00000,0.00000,7.32159,55.48153,77.27193,12.84056,21.06078,24.01205,6.93764,143.4881,5e-07,0.00000,0.00000,37.88346,44.88554,43.07713,0.00000,0.00000,32.61800,226.6666,121.1280,39.86563,47.23407,45.33104,11.57403,152.9233,17.88470,124.2830,17.87496,108.6910,128.7805,123.5921,69.78163,921.9982,0.02934,0.20389,0.11699,5.36626,6.15200,10.14545,9.31489,23.82357,70.91573,91.84703,37.50799,11.26751,12.91731,21.30232,78.55783,200.9178,72.86389,94.37019,39.49408,7.65594,8.77693,14.47430,117.1787,299.6937,13.61040,17.62761,6.81873,11.26718,168.2650,32.41050,155.2914,131.1501,69.60802,371.0000,0.00000,0.00000
,344,203.0115,267.0309,181.4851,152.1457,491.7323,52.11866,110.2673,122.3272,5.84361,9.58455,10.92764,0.00000,0.00000,10.20498,77.33134,110.9994,9.25597,15.18143,17.30882,11.98270,247.8330,1e-07,1.2e-06,0.00000,33.06974,39.18209,37.60346,0.00000,0.00000,29.81130,207.1625,142.1362,38.82016,45.99537,44.14223,11.66496,154.1247,17.77146,123.4961,20.65242,111.9643,132.6589,127.3142,75.39330,996.1429,0.05782,0.40179,0.15732,5.98399,6.86017,11.31331,6.76052,17.29058,50.36294,65.22793,29.37058,13.19033,15.12168,24.93761,57.88778,148.0526,52.62187,68.15360,31.38028,10.89896,12.49481,20.60556,99.76369,255.1536,11.18973,14.49247,6.17665,14.00220,93.89300,29.18580,77.68930,48.63121,33.49207,0.00000,0.00000,0.00000
,345,177.6554,173.5569,168.8880,139.2381,392.0442,121.3826,185.3567,132.9430,14.60745,23.95880,27.31616,0.00000,0.00000,10.14356,76.86588,88.38728,17.54892,28.78333,32.81676,7.78048,160.9204,0.00000,6e-07,0.00000,43.25491,51.24981,49.18499,0.00000,0.00000,31.43835,218.4691,119.3633,46.85771,55.51852,53.28172,10.65433,140.7717,15.80156,109.8070,21.09967,128.4862,152.2345,146.1012,57.45740,759.1627,0.02280,0.15847,0.14626,28.10807,32.22369,53.14106,17.48201,44.71163,130.6243,169.1790,82.29413,38.56577,44.21262,72.91236,105.1873,269.0248,96.65130,125.1786,62.48909,24.70374,28.32090,46.70485,120.0410,307.0144,16.99449,22.01053,9.34194,27.27910,71.25380,29.19600,58.28720,98.21156,70.74883,0.00000,0.00000,0.00000
,346,270.1744,285.2373,173.7754,146.9668,482.7531,70.35557,137.8963,121.0120,10.40505,17.06613,19.45762,0.00000,0.00000,13.24973,100.4038,151.1224,14.08117,23.09562,26.33203,12.75977,263.9048,1e-07,1e-06,0.00000,25.16538,29.81675,28.61545,0.00000,0.00000,27.18993,188.9462,141.8367,34.13883,40.44878,38.81913,10.87850,143.7335,16.32356,113.4345,21.37181,113.0432,133.9371,128.5409,70.05489,925.6086,0.02808,0.19510,0.13236,7.45311,8.54440,14.09083,8.95036,22.89126,67.15728,86.97926,39.04124,13.79242,15.81192,26.07592,71.15656,181.9886,65.04270,84.24051,38.93531,9.14794,10.48739,17.29508,96.28458,246.2554,11.48451,14.87425,6.24755,28.20030,151.7870,48.52010,322.8870,482.0219,47.73813,511.0000,0.00000,0.00000
,347,100.5353,118.8329,54.78149,47.67023,154.7124,27.74506,50.69501,51.16854,4.73479,7.76589,8.85413,0.00000,0.00000,5.49879,41.66870,48.24344,6.53202,10.71367,12.21498,5.12489,105.9958,2e-07,1.8e-06,0.00000,8.65293,10.25227,9.83921,0.00000,0.00000,9.35102,64.98144,41.72495,10.73986,12.72493,12.21225,3.53963,46.76781,5.37391,37.34399,6.46901,33.41065,39.58601,37.99112,21.94491,289.9498,0.01898,0.13191,0.06592,1.90017,2.17839,3.59245,3.31407,8.47599,25.66913,33.24556,14.06044,3.52100,4.03655,6.65680,24.30045,62.15031,23.14375,29.97479,12.96312,2.62326,3.00736,4.95953,38.25004,97.82755,5.18663,6.71750,2.68165,567.8060,587.3070,497.7480,1016.292,344.9346,339.3975,211.0000,0.00000,0.00000
,348,149.1467,227.8728,118.0763,122.6467,435.9977,60.72310,118.7091,119.1260,8.48466,13.91635,15.86646,0.00000,0.00000,9.89882,75.01126,60.43452,12.55560,20.59341,23.47918,10.15722,210.0775,0.00000,4e-07,0.00000,22.26826,26.38415,25.32115,0.00000,0.00000,20.66471,143.6017,79.62888,32.22337,38.17926,36.64107,8.73250,115.3792,13.24711,92.05583,16.42381,115.5345,136.8890,131.3738,60.10247,794.1111,0.04218,0.29315,0.11691,6.45896,7.40469,12.21130,7.64337,19.54854,57.66089,74.67993,33.87461,13.40372,15.36631,25.34104,61.22593,156.5901,56.47068,73.13840,34.10315,9.69410,11.11353,18.32765,94.73899,242.3025,11.74193,15.20765,6.44139,695.5200,403.7300,304.0910,161.4602,168.1479,516.7507,255.0000,0.00000,0.00000
,349,16.39253,9.76970,13.02872,11.10560,32.27010,7.20642,12.86623,9.81599,1.64517,2.69836,3.07649,0.00000,0.00000,0.78314,5.93446,11.24039,2.04776,3.35868,3.82934,0.48555,10.04251,0.00000,1e-07,0.00000,3.60614,4.27267,4.10053,0.00000,0.00000,2.41155,16.75816,6.49370,3.93657,4.66418,4.47626,0.84434,11.15597,1.25801,8.74209,1.56960,10.43399,12.36253,11.86445,4.60249,60.81094,0.00235,0.01632,0.00875,2.51361,2.88165,4.75222,1.02421,2.61951,7.73787,10.02176,4.64928,4.28933,4.91738,8.10941,7.11369,18.19382,6.68373,8.65649,4.13305,3.27207,3.75117,6.18616,9.01045,23.04494,1.35744,1.75810,0.67255,1059.511,232.4470,1034.752,316.3240,630.5758,696.3494,0.00000,0.00000,0.00000
,350,45.68178,51.37387,44.71703,42.99501,129.8148,16.45218,34.14066,35.91822,0.89993,1.47605,1.68289,0.00000,0.00000,1.94775,14.75963,28.14101,1.45390,2.38465,2.71881,2.29269,47.41876,0.00000,5e-07,0.00000,11.17180,13.23670,12.70341,0.00000,0.00000,9.30286,64.64671,21.84833,12.43185,14.72965,14.13620,3.34043,44.13581,5.17339,35.95054,5.27631,34.89808,41.34837,39.68246,19.93994,263.4588,0.01222,0.08494,0.01363,1.41761,1.62518,2.68013,2.28620,5.84713,17.15983,22.22468,9.97658,3.02676,3.46994,5.72237,18.85390,48.22036,17.25477,22.34765,10.27883,2.29825,2.63476,4.34507,30.97942,79.23232,3.61739,4.68509,2.01159,348.0350,4343.390,773.9680,1519.405,1305.263,850.7615,1123.000,1131.000,0.00000
,351,11.59556,20.90709,13.92871,12.48890,39.31620,7.81792,15.82541,16.38399,0.39543,0.64858,0.73946,0.00000,0.00000,0.84289,6.38722,3.54930,0.33512,0.54966,0.62668,0.90377,18.69223,0.00000,2e-07,0.00000,2.81585,3.33631,3.20189,0.00000,0.00000,2.69028,18.69512,6.48687,3.11333,3.68877,3.54015,1.01658,13.43167,1.55943,10.83665,1.72765,8.42161,9.97819,9.57618,6.42593,84.90343,0.00768,0.05335,0.00846,0.86172,0.98789,1.62917,0.98846,2.52805,7.48831,9.69854,4.33738,1.78795,2.04974,3.38029,8.03450,20.54888,7.50172,9.71590,4.43665,1.50631,1.72686,2.84782,13.19489,33.74699,1.74640,2.26186,0.91520,761.1519,1149.130,1422.554,493.7730,101.4831,684.1505,0.00000,0.00000,0.00000
,352,0.73937,0.35888,0.60330,0.18060,0.32379,0.41203,0.27946,0.13433,0.04353,0.07139,0.08140,0.00000,0.00000,0.04827,0.36582,0.27821,0.01656,0.02717,0.03098,0.01523,0.31507,0.00000,0.00000,0.00000,0.04475,0.05302,0.05088,0.00000,0.00000,0.05370,0.37318,0.27796,0.01888,0.02237,0.02147,0.00778,0.10275,0.01149,0.07982,0.01016,0.03037,0.03599,0.03454,0.02749,0.36324,0.00002,0.00016,0.00043,0.03440,0.03944,0.06505,0.02703,0.06914,0.23741,0.30748,0.07916,0.02080,0.02384,0.03932,0.07451,0.19056,0.08374,0.10846,0.02766,0.00905,0.01037,0.01711,0.05609,0.14346,0.01355,0.01755,0.00412,651.8110,1022.860,888.7640,416.1630,219.8949,902.8158,0.00000,0.00000,0.00000
,353,0.73937,0.35888,0.60330,0.18060,0.32379,0.41203,0.27946,0.13433,0.04353,0.07139,0.08140,0.00000,0.00000,0.04827,0.36582,0.27821,0.01656,0.02717,0.03098,0.01523,0.31507,0.00000,0.00000,0.00000,0.04475,0.05302,0.05088,0.00000,0.00000,0.05370,0.37318,0.27796,0.01888,0.02237,0.02147,0.00778,0.10275,0.01149,0.07982,0.01016,0.03037,0.03599,0.03454,0.02749,0.36324,0.00002,0.00016,0.00043,0.03440,0.03944,0.06505,0.02703,0.06914,0.23741,0.30748,0.07916,0.02080,0.02384,0.03932,0.07451,0.19056,0.08374,0.10846,0.02766,0.00905,0.01037,0.01711,0.05609,0.14346,0.01355,0.01755,0.00412,845.2490,1646.590,620.8880,510.0210,105.6148,1277.700,0.00000,0.00000,0.00000
,354,0.73937,0.35888,0.60330,0.18060,0.32379,0.41203,0.27946,0.13433,0.04353,0.07139,0.08140,0.00000,0.00000,0.04827,0.36582,0.27821,0.01656,0.02717,0.03098,0.01523,0.31507,0.00000,0.00000,0.00000,0.04475,0.05302,0.05088,0.00000,0.00000,0.05370,0.37318,0.27796,0.01888,0.02237,0.02147,0.00778,0.10275,0.01149,0.07982,0.01016,0.03037,0.03599,0.03454,0.02749,0.36324,0.00002,0.00016,0.00043,0.03440,0.03944,0.06505,0.02703,0.06914,0.23741,0.30748,0.07916,0.02080,0.02384,0.03932,0.07451,0.19056,0.08374,0.10846,0.02766,0.00905,0.01037,0.01711,0.05609,0.14346,0.01355,0.01755,0.00412,988.4680,752.0510,1179.993,306.5706,344.1590,563.2992,0.00000,0.00000,0.00000
,355,0.73937,0.35888,0.60330,0.18060,0.32379,0.41203,0.27946,0.13433,0.04353,0.07139,0.08140,0.00000,0.00000,0.04827,0.36582,0.27821,0.01656,0.02717,0.03098,0.01523,0.31507,0.00000,0.00000,0.00000,0.04475,0.05302,0.05088,0.00000,0.00000,0.05370,0.37318,0.27796,0.01888,0.02237,0.02147,0.00778,0.10275,0.01149,0.07982,0.01016,0.03037,0.03599,0.03454,0.02749,0.36324,0.00002,0.00016,0.00043,0.03440,0.03944,0.06505,0.02703,0.06914,0.23741,0.30748,0.07916,0.02080,0.02384,0.03932,0.07451,0.19056,0.08374,0.10846,0.02766,0.00905,0.01037,0.01711,0.05609,0.14346,0.01355,0.01755,0.00412,712.6559,687.0610,1008.012,438.6010,117.2744,396.3559,0.00000,0.00000,0.00000
,356,6.62903,9.15646,5.95545,4.88401,21.00002,3.06030,6.21755,12.82780,0.29354,0.48147,0.54893,0.00000,0.00000,0.33604,2.54643,3.05257,0.30434,0.49917,0.56912,0.37795,7.81705,0.00000,1e-07,0.00000,1.01804,1.20621,1.15761,0.00000,0.00000,1.01894,7.08073,3.39343,1.38119,1.63648,1.57054,0.41337,5.46167,0.64777,4.50143,0.61850,5.95110,7.05105,6.76697,3.16818,41.85992,0.00514,0.03573,0.00623,0.46309,0.53090,0.87552,0.38777,0.99176,3.15556,4.08695,1.12011,0.94375,1.08194,1.78426,3.07962,7.87638,3.10452,4.02084,1.12740,1.83218,2.10045,3.46392,9.66155,24.71017,1.14873,1.48778,0.40948,1144.385,513.2780,1923.835,393.7590,213.6671,332.7428,0.00000,0.00000,0.00000
,357,0.73937,0.35888,0.60330,0.18060,0.32379,0.41203,0.27946,0.13433,0.04353,0.07139,0.08140,0.00000,0.00000,0.04827,0.36582,0.27821,0.01656,0.02717,0.03098,0.01523,0.31507,0.00000,0.00000,0.00000,0.04475,0.05302,0.05088,0.00000,0.00000,0.05370,0.37318,0.27796,0.01888,0.02237,0.02147,0.00778,0.10275,0.01149,0.07982,0.01016,0.03037,0.03599,0.03454,0.02749,0.36324,0.00002,0.00016,0.00043,0.03440,0.03944,0.06505,0.02703,0.06914,0.23741,0.30748,0.07916,0.02080,0.02384,0.03932,0.07451,0.19056,0.08374,0.10846,0.02766,0.00905,0.01037,0.01711,0.05609,0.14346,0.01355,0.01755,0.00412,182.1372,264.6980,439.7150,125.8682,7.59974,354.9250,0.00000,0.00000,0.00000
,358,61.81334,70.31638,71.40854,65.81137,208.4148,54.56757,97.72312,87.72634,3.02018,4.95363,5.64778,0.00000,0.00000,3.29712,24.98489,31.47027,4.18627,6.86623,7.82840,3.10013,64.11868,2e-07,1.6e-06,0.00000,15.44298,18.29734,17.56015,0.00000,0.00000,14.08443,97.87451,46.11444,17.68112,20.94916,20.10513,5.16689,68.26817,7.91750,55.01966,8.59382,52.77502,62.52954,60.01025,31.38753,414.7115,0.02785,0.19352,0.08749,9.62636,11.03586,18.19958,7.82373,20.00982,60.31580,78.11843,33.87181,16.92630,19.40467,32.00084,56.44266,144.3566,53.91269,69.82539,31.09973,13.02913,14.93687,24.63285,80.36436,205.5383,11.85439,15.35330,6.00522,15.22504,84.47200,39.04950,42.22770,71.08187,80.28009,0.00000,0.00000,0.00000
,359,231.7390,142.1469,258.9030,136.4659,366.0003,65.15557,133.6371,97.61203,3.57104,5.85714,6.67791,0.00000,0.00000,6.44570,48.84422,170.8651,4.86874,7.98560,9.10463,6.37441,131.8392,7e-07,0.00001,0.00000,32.37017,38.35321,36.80799,0.00000,0.00000,31.10438,216.1482,269.6395,31.14190,36.89793,35.41134,10.25496,135.4948,14.72235,102.3074,22.88495,82.14500,97.32803,93.40677,55.52312,733.6061,0.00919,0.06387,0.10280,5.33264,6.11345,10.08187,9.02329,23.07780,65.47778,84.80401,41.43356,9.29724,10.65856,17.57734,73.45454,187.8658,64.71727,83.81907,41.74675,5.46918,6.26998,10.34002,84.76427,216.7914,8.89958,11.52635,5.33099,14.49797,242.3760,32.36850,197.0932,273.5697,82.44024,335.0000,0.00000,0.00000
,360,186.5040,185.3766,249.5432,153.9246,414.4937,71.29215,141.5973,106.6311,11.79815,19.35105,22.06273,0.00000,0.00000,9.71191,73.59486,101.4640,16.30103,26.73659,30.48321,8.41811,174.1081,7e-07,0.00001,0.00000,41.82697,49.55793,47.56127,0.00000,0.00000,36.01853,250.2973,222.1040,40.13337,47.55130,45.63549,11.64686,153.8855,17.18541,119.4236,22.83793,104.8847,124.2707,119.2639,62.80582,829.8295,0.01403,0.09752,0.15126,9.50426,10.89589,17.96873,9.73259,24.89189,73.53230,95.23586,39.39390,16.78603,19.24386,31.73564,77.69534,198.7121,71.26758,92.30273,39.30545,10.24433,11.74431,19.36790,91.17622,233.1905,10.49473,13.59233,5.29536,22.07684,162.2470,42.25170,90.84040,76.35040,70.88641,0.00000,0.00000,69.00000
,361,339.4552,232.4221,371.5818,159.3984,450.9505,50.32433,109.4856,98.18847,5.88207,9.64763,10.99956,0.00000,0.00000,9.24712,70.07281,256.2194,9.19351,15.07898,17.19201,10.57854,218.7915,2e-07,1.7e-06,0.00000,26.97023,31.95519,30.66774,0.00000,0.00000,31.56475,219.3474,488.5511,29.32398,34.74399,33.34418,11.79515,155.8448,15.59639,108.3812,36.78051,82.58416,97.84834,93.90607,67.13963,887.0906,0.01941,0.13491,0.05701,2.59179,2.97129,4.90003,6.42128,16.42294,43.36546,56.16509,37.13013,5.41772,6.21098,10.24272,56.31263,144.0240,46.09716,59.70307,40.21162,3.44771,3.95253,6.51823,78.00570,199.5058,7.45451,9.65476,6.16740,41.19970,229.6140,38.87030,478.5390,195.8950,90.58061,230.0000,0.00000,0.00000
,362,98.20741,93.08103,178.6887,109.9813,321.1836,32.61498,74.25226,71.60323,2.59295,4.25290,4.84886,0.00000,0.00000,3.64344,27.60929,64.55424,3.33094,5.46334,6.22892,4.18755,86.60938,0.00000,4e-07,0.00000,30.51435,36.15437,34.69773,0.00000,0.00000,21.80291,151.5112,189.3817,36.40061,43.12860,41.39099,8.21710,108.5694,12.04895,83.72969,17.10830,107.6469,127.5435,122.4049,48.34992,638.8293,0.01043,0.07249,0.03500,3.28952,3.77118,6.21916,4.18180,10.69528,30.24079,39.16658,18.86777,7.68838,8.81412,14.53563,38.66999,98.90157,33.99384,44.02737,21.51850,5.59750,6.41710,10.58263,57.93385,148.1704,5.68130,7.35818,3.44388,11.27948,119.8730,29.20510,80.97961,156.9868,40.56084,1309.000,0.00000,0.00000
,363,115.9825,92.90196,185.6668,122.4223,344.1547,38.81422,87.58197,70.42824,4.62371,7.58370,8.64641,0.00000,0.00000,4.25041,32.20875,77.45660,6.53548,10.71934,12.22145,4.19933,86.85300,0.00000,4e-07,0.00000,35.28154,41.80270,40.11848,0.00000,0.00000,26.67016,185.3343,164.8207,38.07652,45.11426,43.29665,9.16732,121.1243,13.75179,95.56290,16.54230,107.1881,126.9999,121.8832,51.90525,685.8044,0.00760,0.05283,0.06083,4.15109,4.75890,7.84804,5.24611,13.41736,39.48310,51.13682,20.55208,9.18708,10.53227,17.36908,47.69669,121.9881,43.68756,56.58225,23.18128,5.88945,6.75179,11.13458,60.37166,154.4053,6.50642,8.42684,3.25852,36.53160,123.8830,26.12240,97.78350,61.96721,47.28654,0.00000,0.00000,0.00000
,364,163.7242,96.17197,286.5937,109.5873,273.0142,42.99163,78.35567,50.82055,3.02469,4.96102,5.65621,0.00000,0.00000,4.61705,34.98711,122.7497,4.03564,6.61916,7.54671,4.38515,90.69615,3e-07,2.5e-06,0.00000,28.72603,34.03551,32.66424,0.00000,0.00000,25.70759,178.6453,369.5770,27.00184,31.99265,30.70369,8.11950,107.2799,10.87035,75.53947,23.27383,70.47034,83.49552,80.13155,40.47075,534.7247,0.00416,0.02894,0.05571,5.15182,5.90615,9.74002,5.84714,14.95452,39.90950,51.68908,31.80250,8.15619,9.35042,15.42007,42.08849,107.6446,34.76223,45.02256,28.17154,4.52423,5.18668,8.55350,42.24163,108.0363,4.10193,5.31264,3.08402,34.87660,210.2560,45.35840,413.9610,241.5455,96.41695,665.0000,0.00000,0.00000
,365,130.6259,83.75784,260.6352,128.8833,353.8368,48.82804,111.1221,88.89385,3.98252,6.53203,7.44737,0.00000,0.00000,3.79111,28.72826,95.68761,5.38882,8.83862,10.07718,3.76654,77.90164,0.00000,1e-07,0.00000,36.65722,43.43265,41.68278,0.00000,0.00000,28.28508,196.5565,294.0104,39.76821,47.11863,45.22026,9.75620,128.9050,14.02560,97.46564,21.36062,112.1148,132.8372,127.4853,53.44724,706.1782,0.00638,0.04430,0.06550,4.78819,5.48928,9.05253,6.71243,17.16756,49.06324,63.54461,29.37724,10.56286,12.10949,19.97012,61.27360,156.7121,54.46947,70.54653,33.19882,6.70335,7.68487,12.67335,77.05425,197.0724,7.92031,10.25805,4.58074,21.53336,152.2960,25.96420,74.51320,129.7521,79.98663,447.0000,0.00000,0.00000
,366,108.7994,92.85955,194.6337,139.7202,408.1141,43.76979,100.8424,97.69902,6.09699,10.00014,11.40147,0.00000,0.00000,4.22119,31.98731,71.16718,9.29970,15.25315,17.39058,4.19011,86.66225,0.00000,6e-07,0.00000,47.87820,56.72763,54.44210,0.00000,0.00000,28.36228,197.0931,176.1356,57.59544,68.24092,65.49155,10.46684,138.2944,16.06315,111.6248,16.33726,170.3720,201.8622,193.7293,60.77057,802.9385,0.01405,0.09767,0.06994,5.95150,6.82292,11.25189,6.16373,15.76423,46.74276,60.53922,22.90502,13.71446,15.72255,25.92853,56.84304,145.3806,52.48653,67.97830,26.14577,10.94247,12.54468,20.68781,87.87097,224.7370,9.22847,11.95232,4.37943,21.69352,152.3980,38.97250,87.53080,81.62774,92.13196,0.00000,0.00000,0.00000
,367,222.3254,117.9541,234.8226,122.3678,329.8240,60.08897,126.3373,92.67919,9.14431,14.99829,17.10002,0.00000,0.00000,6.12425,46.40836,168.1940,13.67799,22.43431,25.57805,5.39901,111.6654,1e-07,1.4e-06,0.00000,40.60022,48.10445,46.16635,0.00000,0.00000,27.47684,190.9400,268.9105,42.62913,50.50836,48.47342,9.23859,122.0660,13.28580,92.32467,20.56805,116.9529,138.5695,132.9866,49.24294,650.6284,0.00807,0.05608,0.15485,9.57957,10.98223,18.11112,8.08748,20.68438,57.52985,74.51020,40.44088,18.57639,21.29637,35.12048,67.64137,172.9982,58.46214,75.71767,42.32689,11.90423,13.64726,22.50611,79.16026,202.4586,8.71834,11.29162,5.70232,10.57411,136.7330,16.30381,84.62760,711.4532,60.21686,1200.000,2208.000,0.00000
,368,249.0666,163.7780,218.1302,153.9930,430.7407,76.73656,157.2014,122.0636,12.10268,19.85054,22.63222,0.00000,0.00000,8.60120,65.17819,169.1133,16.17614,26.53173,30.24965,7.27953,150.5595,1e-07,8e-07,0.00000,52.44092,62.13366,59.63037,0.00000,0.00000,34.73391,241.3703,169.5519,53.38674,63.25431,60.70584,11.53698,152.4338,17.45374,121.2882,19.83904,143.2765,169.7586,162.9191,63.89161,844.1757,0.01394,0.09687,0.13665,14.01782,16.07033,26.50207,10.71488,27.40415,79.78751,103.3373,46.59009,26.74739,30.66378,50.56857,87.20396,223.0311,79.01888,102.3419,47.72146,17.54045,20.10874,33.16193,107.1558,274.0594,12.66965,16.40919,6.84915,27.78389,106.7820,16.20504,61.46860,266.5191,37.57460,122.0000,0.00000,0.00000
,369,113.5254,123.0252,104.5251,84.01157,260.7637,35.95459,74.89353,66.21156,5.33523,8.75073,9.97697,0.00000,0.00000,5.51397,41.78381,62.42753,7.15495,11.73538,13.37987,5.46177,112.9635,2e-07,2.1e-06,0.00000,17.67340,20.94001,20.09634,0.00000,0.00000,17.05735,118.5337,80.90327,19.24219,22.79876,21.88022,6.34834,83.87820,9.62471,66.88333,11.50082,53.84227,63.79405,61.22383,39.48178,521.6577,0.01879,0.13056,0.03715,2.81159,3.22327,5.31559,4.96260,12.69225,36.45805,47.21891,22.88224,5.62175,6.44490,10.62848,41.53123,106.2194,37.09191,48.03985,23.86041,3.72421,4.26952,7.04099,58.11992,148.6463,6.50277,8.42211,3.89137,20.76075,74.67740,29.26840,376.5600,268.4228,59.76196,100.0000,1049.000,0.00000
,370,156.5525,184.2131,136.7355,118.9202,369.1201,35.35880,76.60810,84.50642,3.90323,6.40199,7.29911,0.00000,0.00000,7.07285,53.59665,92.68607,5.49963,9.02037,10.28440,8.33908,172.4736,3e-07,2.8e-06,0.00000,32.03685,37.95829,36.42897,0.00000,0.00000,24.37706,169.3992,92.14280,37.20755,44.08472,42.30855,9.07027,119.8420,14.21604,98.78905,12.62202,107.7417,127.6558,122.5127,56.61893,748.0845,0.02272,0.15791,0.05843,3.21212,3.68244,6.07282,4.53671,11.60299,35.24311,45.64537,15.59425,7.25911,8.32200,13.72406,40.25138,102.9461,38.06484,49.29995,17.16450,5.74497,6.58616,10.86143,68.76496,175.8719,7.51053,9.72732,3.20691,11.50605,100.5090,32.47410,48.62370,86.85855,71.75471,0.00000,0.00000,0.00000
,371,194.6712,137.3967,217.3573,156.1767,451.6503,52.27140,114.7366,94.97470,8.71742,14.29812,16.30173,0.00000,0.00000,6.36544,48.23607,136.4278,12.36343,20.27822,23.11982,6.16294,127.4654,2e-07,2.2e-06,0.00000,51.32854,60.81570,58.36549,0.00000,0.00000,33.63562,233.7381,183.7227,56.43991,66.87183,64.17760,11.90055,157.2374,17.85730,124.0926,22.12056,159.2373,188.6695,181.0681,68.60896,906.5043,0.01648,0.11454,0.07298,7.19562,8.24921,13.60403,7.29556,18.65897,52.77989,68.35828,34.24380,15.51623,17.78813,29.33495,64.16872,164.1166,56.39269,73.03741,37.45741,10.10274,11.58200,19.10022,84.10847,215.1141,8.94115,11.58020,5.54138,26.63145,162.3350,16.25948,126.5964,282.4309,69.81464,1051.000,0.00000,0.00000
,372,280.0818,251.4478,320.3806,229.4979,693.6085,104.9407,226.2909,213.8421,12.27964,20.14078,22.96312,0.00000,0.00000,11.11099,84.19686,177.3747,17.99549,29.51578,33.65184,11.22121,232.0834,3e-07,2.6e-06,0.00000,58.50550,69.31921,66.52635,0.00000,0.00000,47.86030,332.5871,284.2491,65.55440,77.67094,74.54164,17.87662,236.1970,26.70459,185.5735,34.82101,186.8176,221.3474,212.4295,109.7073,1449.522,0.04395,0.30539,0.09965,9.59872,11.00418,18.14732,14.61581,37.38110,104.3787,135.1868,72.53883,21.36673,24.49528,40.39590,127.5131,326.1248,110.5644,143.1983,78.54183,14.27199,16.36171,26.98260,190.1442,486.3087,19.60089,25.38624,13.08072,32.34830,454.5130,161.4329,447.9780,1172.958,148.3083,0.00000,0.00000,0.00000
,373,101.4146,62.87795,191.2557,92.16949,230.7633,63.64181,110.0286,71.38757,3.79693,6.22763,7.10031,0.00000,0.00000,3.46859,26.28430,71.23727,4.88972,8.02001,9.14386,2.87337,59.42876,0.00000,3e-07,0.00000,29.57465,35.04100,33.62922,0.00000,0.00000,23.78419,165.2794,208.6897,26.86197,31.82692,30.54464,7.21453,95.32287,10.21403,70.97866,16.75207,68.62227,81.30590,78.03013,36.28947,479.4789,0.00435,0.03022,0.06583,6.22406,7.13540,11.76721,9.09258,23.25501,63.04990,81.65955,48.04600,9.26949,10.62675,17.52489,62.70782,160.3803,52.71614,68.27570,40.76852,5.11869,5.86818,9.67739,64.25397,164.3346,6.61403,8.56621,4.65821,10.74476,109.9280,16.19171,87.27831,160.9279,31.24797,0.00000,0.00000,0.00000
,374,146.3620,187.9099,117.4895,107.6984,337.8316,47.21200,91.80767,83.02994,9.23834,15.15251,17.27585,0.00000,0.00000,8.33837,63.18649,69.83778,13.21168,21.66949,24.70606,8.35005,172.7006,5e-07,0.00000,0.00000,26.97996,31.96671,30.67880,0.00000,0.00000,22.28366,154.8519,74.28146,28.54980,33.82673,32.46387,8.34985,110.3234,12.67776,88.09940,14.98303,77.68237,92.04057,88.33231,52.17034,689.3070,0.03852,0.26770,0.06128,5.47118,6.27228,10.34380,6.43734,16.46399,44.93015,58.19162,36.07296,10.56440,12.11126,19.97304,51.28323,131.1609,43.69463,56.59141,35.98182,7.41473,8.50040,14.01826,71.97591,184.0841,8.26969,10.71055,6.11693,259.5070,116.2140,74.36701,161.3772,71.15724,37.11175,0.00000,0.00000,0.00000
