
Project Name,020_MSM_Template_Mat_24_E23B
emmebank Title,020_MSM_Template_Mat_24_E23B
Year,2018
Slot No,12
Scenario Title AM,2018 AM 2018March_update_SepNet_AGSv1_E23B
Date,20240724
User,ChapaJay1
File Name,C:/002_D/MSM_P2_E23/020_MSM_Template_Mat_24_E23B/2018/2018/outputs/Landuse_Table/Landuse_Detailed_Table_2018_Slot_12.csv

c ,Zone,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH1PT1,HH1PT2,HH1PT3,HH1PT4,HH1PT5,HH1PT6,HH1PT7,HH1PT8,HH2PT1,HH2PT2,HH2PT3,HH2PT4,HH2PT5,HH2PT6,HH2PT7,HH2PT8,HH3PT1,HH3PT2,HH3PT3,HH3PT4,HH3PT5,HH3PT6,HH3PT7,HH3PT8,HH4PT1,HH4PT2,HH4PT3,HH4PT4,HH4PT5,HH4PT6,HH4PT7,HH4PT8,HH5PT1,HH5PT2,HH5PT3,HH5PT4,HH5PT5,HH5PT6,HH5PT7,HH5PT8,HH6PT1,HH6PT2,HH6PT3,HH6PT4,HH6PT5,HH6PT6,HH6PT7,HH6PT8,HH7PT1,HH7PT2,HH7PT3,HH7PT4,HH7PT5,HH7PT6,HH7PT7,HH7PT8,HH8PT1,HH8PT2,HH8PT3,HH8PT4,HH8PT5,HH8PT6,HH8PT7,HH8PT8,E1,E2,E3,E4,E5,E6,Prim,Sec,Tert
,170,5.53360,6.51547,8.34653,8.30592,28.91948,2.24791,4.67168,8.22185,0.26851,0.44040,0.50212,0.00000,0.00000,0.22652,1.71655,3.02547,0.30576,0.50150,0.57177,0.27023,5.58895,0.00000,1e-07,0.00000,1.26534,1.49922,1.43881,0.00000,0.00000,1.22609,8.52024,4.11796,1.89841,2.24929,2.15867,0.57161,7.55241,0.86989,6.04500,1.09974,6.07277,7.19521,6.90532,3.98671,52.67491,0.00751,0.05222,0.00869,0.29657,0.33999,0.56070,0.42234,1.08018,3.10167,4.01715,1.81542,0.62721,0.71904,1.18580,3.52137,9.00617,3.15121,4.08131,1.88476,0.90337,1.03565,1.70792,9.66117,24.70922,0.96325,1.24756,0.55776,2.20312,6.77568,1.13120,1.12917,7.89855,3.39974,0.00000,0.00000,0.00000
,171,21.35058,27.53593,42.35116,29.25784,88.11413,12.10906,26.68643,31.51741,1.34399,2.20438,2.51328,0.00000,0.00000,1.07655,8.15788,12.13869,2.86891,4.70552,5.36490,1.28239,26.52304,0.00000,3e-07,0.00000,6.75260,8.00070,7.67836,0.00000,0.00000,5.27199,36.63574,42.47200,8.95683,10.61234,10.18477,2.15257,28.44108,3.11304,21.63291,4.96126,27.22015,32.25130,30.95192,12.77307,168.7657,0.00705,0.04901,0.04627,1.36048,1.55968,2.57211,1.58451,4.05251,11.55327,14.96331,7.12672,3.06594,3.51485,5.79645,14.07987,36.01038,12.52454,16.22125,7.86394,3.02287,3.46549,5.71504,26.30289,67.27173,2.76095,3.57586,1.60278,3.54632,16.35290,9.82747,16.34972,35.38035,41.10475,0.00000,0.00000,0.00000
,172,6.37441,6.98370,20.76491,27.45004,106.3728,2.43340,4.79175,6.19038,0.91048,1.49335,1.70261,0.00000,0.00000,0.53289,4.03817,3.45457,0.95120,1.56013,1.77876,0.39785,8.22860,0.00000,2e-07,0.00000,5.24290,6.21196,5.96168,0.00000,0.00000,4.32260,30.03826,7.12449,7.74622,9.17797,8.80820,2.06051,27.22471,3.29546,22.90055,2.80764,24.32897,28.82575,27.66438,15.77624,208.4454,0.03672,0.25518,0.01712,0.28822,0.33043,0.54491,0.28575,0.73084,1.98353,2.56898,1.61038,0.58550,0.67122,1.10694,2.29892,5.87966,1.95419,2.53099,1.63436,0.60823,0.69729,1.14993,4.46081,11.40887,0.50725,0.65697,0.39516,30.58480,57.98940,41.94830,115.9562,163.8661,283.5279,352.0000,0.00000,0.00000
,173,1.72670,1.56805,1.28561,0.60798,1.42948,0.62804,0.93501,0.91443,0.10588,0.17366,0.19800,0.00000,0.00000,0.12416,0.94088,1.09725,0.13175,0.21609,0.24637,0.09206,1.90406,0.00000,0.00000,0.00000,0.20858,0.24713,0.23717,0.00000,0.00000,0.20113,1.39768,1.33667,0.17369,0.20580,0.19751,0.05690,0.75185,0.08438,0.58635,0.09575,0.38890,0.46079,0.44222,0.27014,3.56920,0.00023,0.00161,0.00214,0.05311,0.06088,0.10040,0.05353,0.13690,0.45925,0.59480,0.14825,0.07419,0.08505,0.14027,0.33867,0.86618,0.36633,0.47446,0.11690,0.07082,0.08119,0.13390,0.53977,1.38049,0.09015,0.11675,0.02854,1.70611,9.56017,0.87600,19.11659,816.9211,29.70823,0.00000,0.00000,0.00000
,174,5.98146,6.06795,9.01409,6.53348,17.87865,4.53140,9.03871,7.65311,0.41527,0.68112,0.77656,0.00000,0.00000,0.31447,2.38301,3.10928,0.45741,0.75024,0.85537,0.27106,5.60624,0.00000,0.00000,0.00000,1.73646,2.05741,1.97452,0.00000,0.00000,1.35178,9.39367,7.14526,1.86356,2.20801,2.11905,0.48314,6.38349,0.71028,4.93583,0.99941,5.02712,5.95629,5.71632,2.71975,35.93496,0.00111,0.00771,0.00783,0.51712,0.59284,0.97767,0.61074,1.56201,4.46975,5.78903,2.92307,0.94689,1.08553,1.79018,4.98074,12.73864,4.47201,5.79195,3.00982,0.66248,0.75948,1.25248,6.36815,16.28704,0.81335,1.05342,0.47959,2.13127,1.09256,1.09431,13.10286,18.55853,38.20285,0.00000,0.00000,0.00000
,175,7.84309,13.19460,8.80705,9.84518,42.16119,2.81567,6.29803,9.08345,1.06185,1.74162,1.98568,0.00000,0.00000,0.69456,5.26325,3.04276,1.40007,2.29636,2.61815,0.64321,13.30318,0.00000,3e-07,0.00000,1.44282,1.70950,1.64063,0.00000,0.00000,1.71548,11.92111,2.76765,2.06776,2.44995,2.35124,0.72266,9.54830,1.23359,8.57237,0.34806,8.57363,10.15831,9.74904,5.98684,79.10186,0.00620,0.04312,0.00267,0.45902,0.52623,0.86783,0.45680,1.16831,4.00147,5.18254,0.50320,1.01137,1.15946,1.91210,3.94049,10.07812,4.23511,5.48513,0.50264,1.18620,1.35988,2.24262,9.11302,23.30728,1.08908,1.41053,0.12959,13.38621,45.21980,103.5251,148.5503,78.92616,71.92908,553.0000,0.00000,0.00000
,176,8.57373,8.95617,7.90308,6.43443,21.04925,2.23754,4.64690,6.29714,0.43773,0.71795,0.81856,0.00000,0.00000,0.37076,2.80955,3.98932,0.39311,0.64477,0.73513,0.34668,7.17019,0.00000,1e-07,0.00000,0.69928,0.82854,0.79515,0.00000,0.00000,0.96686,6.71886,8.84833,1.12004,1.32706,1.27360,0.39666,5.24087,0.57681,4.00834,0.87781,3.85405,4.56641,4.38243,2.53934,33.55133,0.00634,0.04405,0.02554,0.72683,0.83326,1.37415,0.50901,1.30183,3.91133,5.06578,1.94919,1.56489,1.79403,2.95858,4.28942,10.97054,4.04302,5.23635,2.08924,1.39723,1.60181,2.64160,8.53442,21.82746,1.02897,1.33268,0.43539,0.91450,9.84176,0.46955,0.46871,3.27864,14.05266,0.00000,0.00000,0.00000
,177,6.39189,3.82059,5.67724,2.30698,4.89637,4.02449,4.26660,1.96528,0.34978,0.57371,0.65410,0.00000,0.00000,0.40991,3.10624,2.84281,0.12888,0.21138,0.24100,0.18243,3.77321,0.00000,0.00000,0.00000,1.23330,1.46126,1.40238,0.00000,0.00000,1.29349,8.98860,2.73895,0.69835,0.82743,0.79409,0.24261,3.20551,0.36432,2.53171,0.25177,1.38762,1.64410,1.57786,1.03705,13.70214,0.00118,0.00817,0.00503,0.96501,1.10631,1.82445,0.74487,1.90507,6.04346,7.82722,1.69537,0.78343,0.89814,1.48115,2.96877,7.59287,2.92451,3.78770,0.75964,0.25402,0.29121,0.48024,1.99945,5.11375,0.25486,0.33008,0.04281,1.31157,0.67235,0.67343,6.72141,4.70219,2.02394,0.00000,0.00000,0.00000
,178,87.25626,35.12437,140.2706,36.81252,123.9242,7.33928,16.25228,18.20807,1.42992,2.34532,2.67397,0.00000,0.00000,1.34304,10.17729,76.61897,1.65561,2.71549,3.09601,1.70401,35.24327,1e-07,8e-07,0.00000,6.05427,7.17329,6.88428,0.00000,0.00000,5.40224,37.54082,234.0855,8.94019,10.59262,10.16585,2.61464,34.54627,3.25231,22.60068,9.69990,28.87845,34.21612,32.83757,17.72381,234.1779,0.01342,0.09326,0.04700,0.46101,0.52851,0.87159,0.97578,2.49563,5.46211,7.07429,8.09195,1.07749,1.23525,2.03709,8.85738,22.65345,6.00494,7.77734,9.03205,0.83925,0.96213,1.58668,15.17791,38.81871,1.14817,1.48705,1.63595,3.51446,84.21830,9.73307,16.19266,38.23611,115.9139,0.00000,0.00000,0.00000
,179,76.34436,141.5237,151.7692,153.1513,505.9518,32.23013,69.68890,74.25756,5.62997,9.23415,10.52814,0.00000,0.00000,5.33640,40.43814,29.88005,9.89259,16.22560,18.49931,6.45592,133.5250,1e-07,1.1e-06,0.00000,38.41331,45.51332,43.67962,0.00000,0.00000,29.58078,205.5606,77.34033,45.47797,53.88376,51.71282,11.44425,151.2085,18.20884,126.5355,14.54733,132.3247,156.7825,150.4658,75.18781,993.4277,0.05180,0.35995,0.07262,4.34748,4.98405,8.21934,4.53387,11.59573,34.17307,44.25950,18.30669,9.62423,11.03343,18.19555,39.81970,101.8421,36.64188,47.45700,20.09676,8.10625,9.29318,15.32566,65.92257,168.6022,7.44311,9.64000,3.76991,12.27971,117.3620,16.32642,97.78270,165.7584,87.42447,462.0000,544.0000,0.00000
,180,8.59192,5.89087,8.40930,4.71566,12.42753,3.61384,4.63598,2.64050,0.47263,0.77520,0.88383,0.00000,0.00000,0.52369,3.96843,4.17660,0.20716,0.33978,0.38739,0.28850,5.96699,0.00000,0.00000,0.00000,1.60095,1.89686,1.82043,0.00000,0.00000,1.65708,11.51524,4.79885,1.37460,1.62867,1.56305,0.46882,6.19430,0.74242,5.15920,0.50552,3.67042,4.34883,4.17361,2.51853,33.27641,0.00016,0.00112,0.00347,1.00191,1.14861,1.89420,0.79082,2.02259,6.28016,8.13380,2.43469,1.08167,1.24005,2.04500,4.02509,10.29448,3.89367,5.04291,1.54247,0.51787,0.59369,0.97907,3.50264,8.95828,0.44663,0.57846,0.15137,2.29023,1.17404,1.17593,1.17382,8.21086,50.47032,0.00000,0.00000,0.00000
,181,118.5997,100.5154,206.5545,106.0438,290.9282,55.68811,116.0300,91.68246,5.51859,9.05146,10.31985,0.00000,0.00000,4.67663,35.43857,76.91380,8.05660,13.21425,15.06598,4.53063,93.70502,1e-07,1e-06,0.00000,25.51974,30.23660,29.01839,0.00000,0.00000,22.27933,154.8219,239.7017,27.28025,32.32251,31.02026,7.96515,105.2404,10.92478,75.91774,22.22764,75.42976,89.37160,85.77087,43.80933,578.8362,0.01865,0.12958,0.08779,8.09174,9.27654,15.29823,7.70928,19.71709,52.74774,68.31664,44.10624,16.20919,18.58257,30.64507,64.69767,165.4694,53.87730,69.77958,46.42861,11.13122,12.76106,21.04465,80.62797,206.2124,8.97365,11.62229,6.94555,23.68231,90.45161,38.82710,90.43390,106.8493,153.2219,0.00000,0.00000,0.00000
,182,110.5402,91.21161,253.2738,148.5194,390.9948,105.1639,210.6442,150.7808,6.78736,11.13248,12.69248,0.00000,0.00000,4.90512,37.17000,68.15067,9.02767,14.80697,16.88188,4.13087,85.43697,2e-07,1.6e-06,0.00000,48.53547,57.50638,55.18948,0.00000,0.00000,35.28743,245.2168,248.7574,48.36676,57.30648,54.99764,11.50058,151.9529,16.60738,115.4067,25.25326,127.8568,151.4888,145.3855,60.38250,797.8110,0.01285,0.08928,0.17972,17.13942,19.64900,32.40375,15.24759,38.99692,108.4120,140.4106,78.20290,30.68237,35.17492,58.00801,122.3262,312.8589,106.1245,137.4479,79.18880,20.30702,23.28041,38.39242,139.8733,357.7370,16.81516,21.77828,10.89180,31.25360,161.8770,35.67000,106.8181,154.5299,113.3209,741.0000,0.00000,0.00000
,183,112.8381,142.9897,140.0445,147.3100,453.2784,77.76618,144.8130,123.9076,16.94311,27.78970,31.68388,0.00000,0.00000,8.35819,63.33668,36.36193,22.74878,37.31202,42.54060,6.28214,129.9307,3e-07,2.5e-06,0.00000,33.15425,39.28222,37.69956,0.00000,0.00000,27.25043,189.3667,66.71794,45.23557,53.59655,51.43718,10.36440,136.9409,16.06731,111.6537,16.60692,143.6636,170.2171,163.3592,62.39267,824.3705,0.02597,0.18049,0.11289,14.94657,17.13507,28.25796,10.41723,26.64289,83.59870,108.2735,36.25777,25.96569,29.76762,49.09068,77.98460,199.4518,77.44463,100.3030,34.90298,19.30457,22.13117,36.49718,104.9370,268.3848,16.03946,20.77363,6.24290,11.81423,81.15550,22.75990,32.45580,162.3653,47.61476,463.0000,0.00000,0.00000
,184,102.4280,97.03996,137.1799,103.8104,293.1811,60.26236,118.2760,103.5905,7.09672,11.63988,13.27098,0.00000,0.00000,4.76932,36.14098,59.96032,11.55068,18.94515,21.59995,4.41387,91.29005,1e-07,1.5e-06,0.00000,27.37539,32.43524,31.12844,0.00000,0.00000,22.14559,153.8925,105.9372,29.78531,35.29060,33.86877,7.84747,103.6857,11.62858,80.80846,15.72624,79.95976,94.73885,90.92189,43.88610,579.8505,0.03301,0.22938,0.14182,10.37142,11.89002,19.60819,8.47833,21.68399,63.49736,82.23906,39.04230,19.62201,22.49508,37.09732,66.60656,170.3516,61.43641,79.56981,38.99100,14.83455,17.00665,28.04617,92.36423,236.2289,12.79905,16.57678,7.10764,5.44398,42.27930,13.02985,94.29677,116.0389,38.63019,0.00000,0.00000,0.00000
,185,147.7648,163.2109,194.3678,147.4281,426.7390,110.6717,192.8701,149.3875,16.06705,26.35279,30.04564,0.00000,0.00000,9.09305,68.90530,65.38457,22.40330,36.74537,41.89453,7.26245,150.2061,4e-07,0.00000,0.00000,35.96516,42.61266,40.89584,0.00000,0.00000,28.56354,198.4916,168.7453,46.14637,54.67568,52.47285,10.52484,139.0607,15.42924,107.2197,22.47821,137.2257,162.5894,156.0387,59.07423,780.5255,0.02459,0.17088,0.25138,24.49884,28.08599,46.31746,15.42024,39.43850,117.1170,151.6849,67.85257,39.09214,44.81607,73.90754,107.6198,275.2462,100.8056,130.5591,60.39839,27.60250,31.64409,52.18522,131.9622,337.5039,19.18070,24.84202,9.77513,29.18580,84.64390,29.34670,45.56850,97.78519,65.12560,197.0000,0.00000,0.00000
,186,96.14214,43.03404,83.40115,51.70335,144.2048,34.63370,58.85207,45.50789,2.30467,3.78007,4.30978,0.00000,0.00000,2.31954,17.57703,74.81718,3.35219,5.49819,6.26866,1.95704,40.47652,0.00000,4e-07,0.00000,12.06228,14.29178,13.71597,0.00000,0.00000,11.25316,78.19960,85.24110,13.84352,16.40225,15.74141,3.89324,51.43992,5.51097,38.29644,9.72270,39.59278,46.91080,45.02079,20.88064,275.8878,0.00945,0.06565,0.09926,4.95238,5.67752,9.36297,4.53314,11.59387,33.33498,43.17403,22.58347,7.65620,8.77724,14.47480,31.08815,79.51043,28.20533,36.53034,19.54759,5.33649,6.11786,10.08915,38.30602,97.97070,5.39485,6.98718,3.25312,16.04436,148.6980,51.80400,749.8099,334.1035,71.14526,295.0000,0.00000,0.00000
,187,157.5344,192.2074,200.6560,182.3747,602.0450,126.6323,241.3184,221.5945,16.37431,26.85676,30.62023,0.00000,0.00000,9.56428,72.47617,69.30637,25.67148,42.10577,48.00608,8.51203,176.0507,1e-07,1.4e-06,0.00000,36.16672,42.85149,41.12503,0.00000,0.00000,29.35234,203.9731,153.6666,54.89137,65.03706,62.41676,12.35563,163.2502,18.27946,127.0263,27.06281,195.7248,231.9011,222.5579,80.01714,1057.236,0.13719,0.95337,0.33345,25.81666,29.59677,48.80893,17.28600,44.21031,132.7150,171.8868,73.80714,49.93410,57.24551,94.40527,134.5349,344.0836,127.6502,165.3271,73.29961,39.00338,44.71431,73.73972,194.2628,496.8427,27.95091,36.20082,13.97121,28.62240,55.25010,13.02085,81.23417,92.72256,96.97128,0.00000,0.00000,0.00000
,188,148.9858,176.8542,204.2978,173.2927,493.2953,130.1969,222.9884,182.5350,19.99429,32.79417,37.38964,0.00000,0.00000,10.20214,77.30981,55.46460,27.27285,44.73231,51.00069,7.78048,160.9203,6e-07,0.00000,1e-07,45.70142,54.14850,51.96690,0.00000,0.00000,34.21123,237.7381,144.3914,57.75181,68.42619,65.66933,12.29095,162.3956,18.48665,128.4660,23.47371,168.6166,199.7823,191.7332,68.17529,900.7745,0.03463,0.24062,0.25180,29.82330,34.19006,56.38387,17.62082,45.06664,139.1105,180.1700,69.23062,46.66800,53.50119,88.23042,121.0854,309.6855,118.8283,153.9013,61.12864,34.85752,39.96141,65.90157,157.2745,402.2421,25.10391,32.51350,11.16340,27.51640,74.53900,16.23006,45.36270,126.5326,64.78410,406.0000,0.00000,0.00000
,189,109.4909,142.2325,130.7352,120.2398,378.9994,75.02586,138.0861,122.2097,10.90330,17.88334,20.38935,0.00000,0.00000,7.21182,54.64971,42.01792,15.09417,24.75711,28.22636,6.17378,127.6897,3e-07,2.7e-06,0.00000,25.87767,30.66069,29.42540,0.00000,0.00000,21.64354,150.4037,88.84161,34.31347,40.65570,39.01771,8.65648,114.3748,12.73654,88.50781,18.21809,110.7720,131.2462,125.9584,53.34104,704.7750,0.07878,0.54743,0.19138,15.59340,17.87660,29.48084,10.00176,25.58029,75.21967,97.42126,46.65060,28.03506,32.13999,53.00303,75.18533,192.2924,70.22569,90.95332,44.78934,21.85792,25.05838,41.32453,103.6189,265.0135,15.37206,19.90924,8.29565,8.25275,22.82220,13.06215,39.11610,28.64681,65.53246,0.00000,0.00000,0.00000
,190,26.72866,42.16407,70.20612,59.97829,186.3064,48.58502,88.69794,74.15380,3.75611,6.16069,7.02400,0.00000,0.00000,2.03923,15.45284,7.41575,5.52895,9.06846,10.33923,1.79346,37.09340,0.00000,4e-07,0.00000,12.02727,14.25030,13.67616,0.00000,0.00000,10.04666,69.81549,56.51210,16.22994,19.22975,18.45499,4.19818,55.46904,5.97938,41.55149,10.58155,48.97628,58.02867,55.69074,25.67389,339.2195,0.04091,0.28432,0.10281,9.42357,10.80338,17.81618,6.45537,16.51011,44.99776,58.27917,38.16849,16.37646,18.77433,30.96131,47.55120,121.6160,41.09060,53.21879,35.55752,12.41843,14.23675,23.47826,63.18296,161.5954,8.79343,11.38888,6.37245,3.20963,42.63160,9.85382,29.50840,338.2356,57.40472,800.0000,1690.000,0.00000
,191,51.31221,59.99653,77.68916,54.92467,185.3438,32.43595,67.74686,72.40978,5.00447,8.20821,9.35844,0.00000,0.00000,2.82228,21.38668,23.54965,7.94713,13.03471,14.86127,2.57801,53.31984,0.00000,4e-07,0.00000,11.37509,13.47756,12.93456,0.00000,0.00000,9.72762,67.59846,71.22369,14.49707,17.17660,16.48456,3.79166,50.09771,5.57918,38.77045,8.01013,51.99726,61.60801,59.12587,24.75146,327.0317,0.02151,0.14946,0.13163,5.70010,6.53472,10.77660,4.32219,11.05435,33.54240,43.44268,16.21998,12.01681,13.77633,22.71896,36.33335,92.92539,34.70834,44.95275,17.22351,10.77911,12.35740,20.37897,61.20047,156.5251,7.89112,10.22024,3.52914,7.51681,29.14740,6.48758,61.52140,116.6288,69.13605,506.0000,0.00000,0.00000
,192,182.6907,135.2617,135.2372,106.9498,283.2132,90.93718,127.6528,95.75764,21.66073,35.52742,40.50592,0.00000,0.00000,9.38480,71.11617,96.95538,26.46256,43.40327,49.48542,6.03620,124.8441,0.00000,6e-07,0.00000,28.51762,33.78859,32.42727,0.00000,0.00000,21.31931,148.1506,97.46077,34.57364,40.96396,39.31353,7.36640,97.32947,10.39359,72.22633,18.35030,100.2453,118.7739,113.9886,38.03482,502.5396,0.03462,0.24057,0.15307,17.69498,20.28590,33.45410,11.82560,30.24490,88.92023,115.1657,57.33617,22.81621,26.15698,43.13626,67.16277,171.7742,63.39613,82.10796,41.24905,15.92559,18.25744,30.10889,80.10464,204.8740,12.96797,16.79556,7.09964,117.0303,54.86710,278.0074,125.8469,153.0944,197.4681,386.0000,0.00000,0.00000
,193,224.0548,187.7926,199.3424,164.5013,442.4529,155.1115,220.6132,162.1266,29.27599,48.01780,54.74658,0.00000,0.00000,12.91805,97.89037,107.9983,37.10777,60.86330,69.39214,8.45741,174.9209,6e-07,0.00001,1e-07,50.56813,59.91473,57.50080,0.00000,0.00000,34.76388,241.5786,131.2064,56.67472,67.15001,64.44457,11.54511,152.5412,17.16548,119.2850,22.51992,156.8509,185.8419,178.3545,60.10223,794.1080,0.02297,0.15960,0.21794,36.00171,41.27312,68.06476,22.05334,56.40317,170.0855,220.2875,97.27164,45.91382,52.63657,86.80458,124.4075,318.1820,120.2999,155.8073,69.96926,31.82252,36.48201,60.16357,147.3056,376.7458,24.62703,31.89586,12.01053,15.63081,45.59770,19.57320,42.33229,109.0894,64.58853,246.0000,0.00000,0.00000
,194,161.6845,174.8614,280.9899,206.6042,529.7516,158.6595,266.9601,205.7689,17.53221,28.75593,32.78553,0.00000,0.00000,10.08331,76.40936,71.59903,24.93286,40.89429,46.62485,7.86195,162.6053,5e-07,0.00000,0.00000,77.20844,91.47903,87.79337,0.00000,0.00000,51.28392,356.3784,186.8463,74.01884,87.69987,84.16650,16.04445,211.9892,24.13968,167.7496,27.84658,184.1164,218.1469,209.3580,81.58427,1077.942,0.03210,0.22310,0.29519,36.70762,42.08240,69.39936,22.74894,58.18222,174.3486,225.8089,98.19156,56.85909,65.18446,107.4977,154.3313,394.7146,146.0826,189.2000,85.26546,40.19849,46.08442,75.99918,187.5614,479.7032,28.52238,36.94097,14.00097,16.15081,74.13180,19.36971,45.11480,219.7782,96.69675,112.0000,0.00000,0.00000
,195,105.0239,127.0125,175.1918,138.0898,440.9389,62.95829,138.8893,166.6350,4.41330,7.23860,8.25295,0.00000,0.00000,4.35974,33.03720,61.25510,7.25179,11.89423,13.56098,5.50741,113.9073,1e-07,1e-06,0.00000,23.94081,28.36584,27.22300,0.00000,0.00000,21.56324,149.8456,168.2710,35.09841,41.58572,39.91026,9.67991,127.8970,13.86065,96.31944,23.97388,111.2957,131.8666,126.5538,61.94378,818.4398,0.05067,0.35213,0.16371,8.77464,10.05943,16.58932,8.61822,22.04177,61.21587,79.28416,41.93633,19.69928,22.58368,37.24342,77.09912,197.1871,66.80317,86.52061,46.78259,19.63461,22.50954,37.12115,144.1933,368.7858,14.70674,19.04754,9.45297,41.25570,103.6480,25.95360,142.4885,154.0157,142.5502,494.0000,0.00000,0.00000
,196,89.00137,66.87518,226.3256,141.2616,396.1231,116.0224,240.8373,210.0195,5.50170,9.02376,10.28827,0.00000,0.00000,3.15337,23.89565,60.91473,9.65948,15.84326,18.06339,3.06368,63.36472,0.00000,7e-07,0.00000,41.19710,48.81165,46.84507,0.00000,0.00000,30.43800,211.5174,234.6794,45.59788,54.02582,51.84916,11.02717,145.6979,15.90525,110.5276,25.60141,126.5656,149.9590,143.9172,62.19177,821.7161,0.04835,0.33602,0.24059,20.24171,23.20552,38.26894,17.54094,44.86234,122.1920,158.2578,98.78386,42.24761,48.43356,79.87324,147.1978,376.4699,125.5424,162.5972,104.5730,31.56942,36.19184,59.68508,202.0746,516.8217,24.82400,32.15098,18.11294,57.28630,90.79819,42.22390,90.78040,97.19086,60.57823,0.00000,0.00000,0.00000
,197,199.2442,159.1685,375.5904,218.2242,580.5140,151.2995,295.8519,240.9877,10.47732,17.18465,19.59276,0.00000,0.00000,7.80104,59.11470,126.9383,15.30465,25.10233,28.61994,7.09503,146.7434,3e-07,2.8e-06,0.00000,68.16827,80.76796,77.51386,0.00000,0.00000,50.25135,349.2030,368.4605,68.95879,81.70453,78.41274,16.61419,219.5169,24.02682,166.9654,36.90117,181.1468,214.6285,205.9813,87.64526,1158.024,0.04599,0.31962,0.33957,23.10491,26.48796,43.68209,21.34775,54.59856,154.0067,199.4629,109.8790,42.10570,48.27088,79.60497,167.0627,427.2761,147.7363,191.3418,108.8536,30.40298,34.85461,57.47980,216.0271,552.5065,28.32674,36.68759,18.34952,25.87880,119.3960,32.32100,132.2782,264.6952,116.1553,1338.000,0.00000,0.00000
,198,102.2452,88.20702,142.2578,88.98617,222.3587,82.96900,110.0488,78.49680,6.75957,11.08689,12.64050,0.00000,0.00000,5.65215,42.83086,53.40931,8.62025,14.13873,16.12000,3.97276,82.16682,1e-07,1.4e-06,0.00000,30.46992,36.10174,34.64722,0.00000,0.00000,22.29582,154.9365,114.4385,28.40648,33.65689,32.30088,6.50056,85.88943,9.28496,64.52235,14.97358,72.81940,86.27876,82.80267,31.20853,412.3465,0.01220,0.08476,0.14719,18.14273,20.79921,34.30060,11.29483,28.88741,84.95986,110.0363,55.44736,21.88539,25.08987,41.37647,59.27143,151.5914,56.07662,72.62804,36.88519,14.96624,17.15761,28.29513,68.52660,175.2622,11.36669,14.72165,6.37187,514.5990,94.05883,146.1871,136.1965,278.6265,163.3125,0.00000,1268.000,0.00000
,199,124.1157,112.8130,167.3598,119.3850,316.8838,123.2357,181.7043,139.9237,12.00401,19.68869,22.44769,0.00000,0.00000,6.75419,51.18188,61.37848,15.89736,26.07448,29.72832,4.99231,103.2539,1e-07,9e-07,0.00000,36.60573,43.37164,41.62422,0.00000,0.00000,27.31059,189.7847,131.8586,37.64904,44.60778,42.81055,8.91492,117.7894,12.80363,88.97401,20.93150,100.4716,119.0419,114.2458,45.85022,605.8015,0.02540,0.17650,0.17004,26.96133,30.90904,50.97304,16.40775,41.96412,120.8209,156.4821,86.57603,36.46310,41.80206,68.93704,95.62585,244.5707,88.65585,114.8233,63.67263,26.84918,30.78048,50.76101,119.0226,304.4097,19.06038,24.68619,11.76741,9.57460,110.1450,22.71326,524.7080,139.4169,51.84616,501.0000,0.00000,0.00000
,200,161.4899,103.3584,169.5379,107.1516,271.3125,106.2263,138.8336,92.70612,11.49434,18.85274,21.49460,0.00000,0.00000,7.33147,55.55638,93.34054,12.65340,20.75381,23.66207,4.58110,94.74886,1e-07,8e-07,0.00000,34.51587,40.89550,39.24784,0.00000,0.00000,27.25750,189.4158,140.4996,34.13631,40.44580,38.81626,7.95597,105.1192,11.76255,81.73946,14.86198,89.29391,105.7983,101.5358,38.60857,510.1205,0.01060,0.07365,0.19741,21.45574,24.59732,40.56419,14.72061,37.64914,115.8549,150.0503,57.87603,24.96344,28.61862,47.19584,75.94423,194.2334,74.28546,96.21136,37.95354,15.42042,17.67830,29.15381,81.25323,207.8116,13.04953,16.90120,5.66394,10.56243,126.8750,22.80882,65.05110,496.3328,56.20192,1534.000,1208.000,0.00000
,201,47.66610,42.10344,51.45463,33.86164,95.39783,31.90579,54.27185,41.22523,3.08726,5.06366,5.77323,0.00000,0.00000,2.42694,18.39089,25.14916,3.43225,5.62950,6.41837,1.83372,37.92613,0.00000,4e-07,0.00000,8.39020,9.94097,9.54046,0.00000,0.00000,7.28912,50.65302,47.47781,9.59455,11.36794,10.90993,2.50349,33.07767,3.58688,24.92572,5.84312,27.33562,32.38812,31.08322,13.46571,177.9173,0.00472,0.03280,0.06322,4.67573,5.36036,8.83993,4.20105,10.74452,31.09144,40.26831,20.03341,7.12644,8.16990,13.47323,28.73247,73.48557,26.21719,33.95539,17.24112,4.78835,5.48947,9.05285,34.74232,88.85622,4.73354,6.13068,2.67547,322.1490,315.1190,360.7120,495.0890,1518.702,99.72389,207.0000,152.0000,0.00000
