
Project Name,0295_TimeOfUseCharging_2404_E23b
emmebank Title,020_MSM_Template_Mat_24_E23B
Year,2026
Slot No,16
Scenario Title AM,2026 AM TOUCH_base_AGSv1_E23B_NC
Date,20240724
User,ChapaJay1
File Name,C:/001_Z/MSM_P2_E23b/0295_TimeOfUseCharging_2404/2026/2026/outputs/Landuse_Table/Landuse_Detailed_Table_2026_Slot_16.csv

c ,Zone,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH1PT1,HH1PT2,HH1PT3,HH1PT4,HH1PT5,HH1PT6,HH1PT7,HH1PT8,HH2PT1,HH2PT2,HH2PT3,HH2PT4,HH2PT5,HH2PT6,HH2PT7,HH2PT8,HH3PT1,HH3PT2,HH3PT3,HH3PT4,HH3PT5,HH3PT6,HH3PT7,HH3PT8,HH4PT1,HH4PT2,HH4PT3,HH4PT4,HH4PT5,HH4PT6,HH4PT7,HH4PT8,HH5PT1,HH5PT2,HH5PT3,HH5PT4,HH5PT5,HH5PT6,HH5PT7,HH5PT8,HH6PT1,HH6PT2,HH6PT3,HH6PT4,HH6PT5,HH6PT6,HH6PT7,HH6PT8,HH7PT1,HH7PT2,HH7PT3,HH7PT4,HH7PT5,HH7PT6,HH7PT7,HH7PT8,HH8PT1,HH8PT2,HH8PT3,HH8PT4,HH8PT5,HH8PT6,HH8PT7,HH8PT8,E1,E2,E3,E4,E5,E6,Prim,Sec,Tert
,335,80.51702,70.81351,120.5502,45.80740,335.7316,73.91196,160.9988,246.3102,2.50135,3.54425,4.97891,0.00000,0.00000,2.51176,17.59731,60.40794,4.61002,6.45954,9.12090,2.85034,67.96316,1.763e-07,1.7557e-06,0.00000,18.89919,20.85239,24.36554,0.00000,0.00000,16.47623,129.3277,95.29636,17.31501,19.31116,22.45493,2.74059,43.06681,6.23565,25.49260,12.59041,64.65648,71.02346,83.28491,40.91187,630.5513,0.02420,0.16603,0.09431,11.65826,12.60852,19.28888,2.55377,9.66871,49.44159,97.33164,101.2184,33.02220,35.22430,53.79952,62.85174,259.1459,69.58100,110.9399,52.72154,29.86531,30.60293,45.96736,145.6754,643.2776,13.68639,28.21822,10.70309,18.80261,134.6444,42.84798,155.3595,109.9628,44.62356,0.00000,0.00000,0.00000
,336,56.07850,41.79637,86.89245,34.70861,174.4940,80.92091,139.8829,151.3102,3.59530,4.91950,6.91775,0.00000,0.00000,2.75675,19.18909,34.13266,4.60690,6.30257,8.88557,1.80577,39.99060,1.61e-08,4.49e-07,0.00000,16.15531,17.90195,20.72409,0.00000,0.00000,12.02294,93.97554,67.78642,12.73982,14.20165,16.38518,2.12985,32.57876,3.93979,18.47180,9.69888,40.62040,44.81534,52.07055,21.51527,327.4727,0.02655,0.16307,0.04286,17.09449,18.38196,28.46018,4.06531,16.41019,49.20517,111.6839,101.9589,30.84469,32.71004,50.51455,53.33671,226.4291,53.03480,87.70343,59.43108,24.68957,25.04026,37.97059,84.98798,400.5052,8.33380,17.67916,10.86982,24.54792,116.4531,15.60714,173.9133,101.6970,132.6236,210.3241,0.00000,0.00000
,337,103.0066,81.78660,141.6782,50.23035,272.7361,84.24210,151.4392,154.2108,7.72724,10.15099,14.45439,0.00000,0.00000,4.97007,35.18637,62.85012,7.94539,11.08893,15.65439,3.31164,78.47496,8.46e-08,1.2199e-06,0.00000,21.54972,23.81369,27.77599,0.00000,0.00000,16.84562,133.7829,132.7278,17.67783,19.73059,22.91036,3.01778,47.21257,5.95276,28.21423,12.61368,57.87823,64.24801,74.99577,33.03188,512.4404,0.00742,0.05661,0.06196,16.11345,17.52731,27.44010,3.66768,14.24069,48.29728,110.3346,114.3352,31.64688,34.20980,53.48648,59.32737,243.5510,58.69762,95.78391,58.82716,22.86056,24.26582,37.42970,89.82079,391.0747,8.49042,16.57467,8.74377,15.90966,129.0333,38.15914,164.4848,96.21624,90.30330,0.00000,0.00000,0.00000
,338,143.2186,106.6451,173.8338,52.89259,330.4630,90.85328,173.3324,226.2033,3.29800,5.46377,7.02001,0.00000,0.00000,3.49710,26.79744,112.9241,5.93894,9.79651,12.64131,4.00995,102.6351,1.13e-08,3.721e-07,0.00000,18.77980,22.61078,24.39569,0.00000,0.00000,15.71475,131.0470,200.9059,17.25832,20.84428,22.42798,3.08070,49.81189,5.97722,25.44703,17.96157,60.32462,72.69467,78.53116,38.19476,622.7312,0.02244,0.17854,0.13838,12.47220,14.95383,21.06887,3.04750,12.36922,43.53320,93.31580,172.8770,28.43455,33.98130,47.79055,63.68572,282.9791,60.66732,102.7085,92.55872,23.50029,27.78592,38.66268,122.6274,598.3459,11.29553,25.76495,18.91601,201.6780,366.9128,51.82268,725.7016,612.2711,316.6466,1065.307,404.0792,0.00000
,339,189.5839,102.2242,125.7256,28.69885,282.9484,46.49406,65.84644,163.5535,3.53809,5.82529,7.96782,0.00000,0.00000,2.72584,18.53186,168.3262,9.48126,15.63243,21.43434,4.08526,98.13893,2.86e-07,2.9897e-06,4.34e-08,9.22445,11.38892,13.01541,0.00000,0.00000,8.46803,66.35350,176.6298,11.64467,14.44784,16.45485,1.78657,26.91228,3.85536,9.39098,13.38494,50.54226,62.76191,71.86838,34.74364,531.1531,0.03182,0.25655,0.17284,5.04332,6.36918,10.06563,1.28230,4.17668,19.31828,39.08424,96.42332,14.32487,18.09736,28.66196,28.80460,102.8883,28.80353,32.83912,42.19652,20.04074,25.51863,39.21151,104.3199,410.5619,7.66512,13.98497,10.60623,10.82098,72.14156,9.30001,34.35545,357.5126,41.35604,0.00000,1008.000,0.00000
,340,304.6677,228.0868,225.7312,79.42694,593.1647,75.55284,143.1327,200.4068,5.33147,9.13472,12.41683,0.00000,0.00000,8.38144,61.48185,234.8044,8.88877,15.20382,20.75047,9.08695,218.9998,5.115e-07,0.00001,0.00000,25.67395,31.66316,36.27284,0.00000,0.00000,26.07712,208.4723,216.9130,27.28699,33.92188,38.69769,4.89648,74.53046,10.54803,37.91196,27.47622,114.1092,141.8759,162.7846,71.69337,1114.636,0.03747,0.30700,0.20281,10.04851,12.28181,20.51061,3.97437,13.05428,53.36367,88.11510,101.0693,21.26162,25.96770,42.88618,62.83734,223.4280,63.79622,90.47213,65.58257,19.07361,23.22803,36.87140,122.1817,486.4435,12.33069,23.36735,14.16302,17.39323,126.2584,32.29832,288.8944,228.7311,44.75895,0.01805,0.39930,0.00000
,341,51.03580,47.01099,94.65107,30.94008,169.0531,41.22592,85.31928,91.70487,1.96441,3.39354,4.61084,0.00000,0.00000,2.05555,15.49469,33.48557,2.53178,4.35949,5.94474,1.87842,45.13257,8.32e-08,8.821e-07,0.00000,11.54764,14.27207,16.36001,0.00000,0.00000,10.91370,86.48903,91.89941,9.15706,11.35813,12.98956,1.91042,29.02966,3.80237,17.50167,7.24711,30.53535,37.78990,43.41185,20.62744,317.4786,0.01535,0.12601,0.06109,5.50604,6.75717,10.26580,1.99921,6.82758,29.61389,53.73477,51.62753,10.95249,13.42290,20.26101,36.19931,134.4392,36.90327,56.84480,29.70470,7.90009,9.54133,14.41395,57.58934,235.5064,5.34506,10.48543,4.92795,14.84609,200.1942,25.03378,302.6844,1986.056,69.31041,0.00000,0.00000,0.00000
,342,93.95041,93.78742,113.5772,44.96227,345.6811,53.35362,124.2523,193.7011,3.87282,5.56715,7.79929,0.00000,0.00000,3.35929,23.75500,66.83611,6.52929,9.36588,13.16964,3.75194,90.03547,1.368e-07,1.24e-06,2.7e-09,17.44198,19.32983,22.54692,0.00000,0.00000,14.89903,118.2211,94.03429,17.46074,19.43665,22.60461,2.68847,42.27380,6.23188,24.55573,11.65971,65.51735,72.18417,84.54449,42.05247,649.3097,0.02144,0.15199,0.08988,9.07961,9.93771,14.65082,1.73674,6.99100,34.16337,67.31260,81.33078,27.24952,29.46244,43.47456,46.27611,202.2285,50.15003,83.44609,44.47144,24.55132,25.57053,37.38237,111.6483,520.5643,10.17909,22.34301,9.27379,77.30707,560.1008,111.7650,594.0905,382.8839,133.9626,0.00000,0.00000,0.00000
,343,123.6872,136.1018,162.0026,66.79083,476.0493,67.92243,176.3180,243.5745,5.31010,9.13356,12.39730,0.00000,0.00000,4.70876,34.30386,84.67462,9.72677,16.71487,22.78600,5.35130,130.7505,4.118e-07,0.00000,0.00000,23.86345,29.62972,33.90766,0.00000,0.00000,21.84074,176.5582,125.6062,22.43511,27.90362,31.82382,4.06240,62.72844,8.65989,32.19315,24.59065,80.24749,99.75017,114.3188,57.51078,894.5877,0.02150,0.17777,0.14475,11.22340,14.08694,19.93740,2.48047,9.03920,45.47594,90.02553,94.73798,31.42666,39.39417,55.66586,63.87697,288.7590,66.18808,112.8304,70.75607,22.90244,28.70155,40.54552,138.7717,640.4241,12.24524,26.10376,12.16482,18.43199,250.0413,44.43883,203.4377,233.6099,91.61954,371.2044,4.52100,0.00000
,344,159.1697,221.5246,156.3976,61.67627,507.8998,71.23936,108.9601,268.1730,3.93237,6.69074,9.06767,0.00000,0.00000,6.33391,43.54893,109.2869,7.98900,13.56779,18.44219,9.01416,212.5104,0.00008,0.00063,0.00026,21.36220,26.50690,30.25168,0.00000,0.00000,19.57100,152.7130,140.5114,22.40899,27.86616,31.72215,3.83476,57.84151,8.63280,31.08834,18.62387,86.20280,107.1367,122.5868,62.61050,953.1891,0.05385,0.43441,0.18251,9.66215,11.87902,17.52402,1.72284,5.90688,30.91540,82.24070,110.2321,29.65855,36.40854,53.07536,40.60567,177.3146,44.88324,62.91933,61.21981,38.72211,47.29555,66.09529,123.5623,680.9567,11.21839,26.78319,17.03856,16.54917,115.0399,31.61356,84.13587,68.00227,37.20369,0.00000,0.00000,0.00000
,345,163.3521,149.1057,162.6527,70.93701,414.2375,106.1880,196.4692,227.0831,8.86781,15.31439,20.79500,0.00000,0.00000,6.57599,49.67237,107.1038,13.57381,23.37984,31.89411,5.96060,143.1452,0.00000,4.682e-07,0.00000,29.80490,36.84440,42.23562,0.00000,0.00000,21.74575,172.4992,131.0604,28.24088,35.06559,40.08513,4.37879,66.55822,8.59932,36.64679,21.65607,101.1309,125.6315,144.2978,50.30628,778.1686,0.03557,0.29093,0.22555,28.37478,34.94560,59.57835,7.63013,26.86978,85.33459,139.2140,129.6264,48.78694,59.97385,101.6179,84.31937,308.6190,84.64001,125.5492,89.39996,38.84681,47.43019,79.21267,146.3479,583.1155,16.16586,30.49574,18.53441,35.41290,96.66148,36.83957,73.78570,151.0262,86.44724,0.00000,0.00000,0.00000
,346,276.1128,292.1080,180.4185,64.58754,591.6368,62.69057,130.1727,216.7395,8.16807,13.98023,19.04174,0.00000,0.00000,10.22953,74.21116,191.6721,14.14966,24.17277,33.05136,11.64609,280.4619,7.43e-08,9.573e-07,0.00000,19.90910,24.62072,28.24063,0.00000,0.00000,21.52945,171.0772,168.2305,22.21123,27.63571,31.56503,4.01390,60.57363,9.31280,28.01204,24.81121,103.9267,129.2628,148.6056,71.75246,1111.521,0.05478,0.44878,0.20908,8.09296,9.95680,16.99495,2.63239,8.00729,43.58001,67.44460,78.84007,20.57435,25.34358,42.64418,57.75957,202.5858,59.87389,81.06960,62.41386,19.95151,24.20043,39.77164,129.9435,520.2750,12.45461,23.59003,15.56549,37.14671,191.9903,56.29214,342.6068,672.6514,58.72137,511.0372,0.82365,0.00000
,347,158.8180,196.3687,99.38908,35.16952,325.6429,29.12631,59.97160,110.8381,4.81069,8.07951,10.88358,0.00000,0.00000,6.79283,46.50247,105.5227,9.44334,15.38904,20.58665,8.96237,187.4063,0.00118,0.00977,0.00411,10.93573,13.31261,15.40929,0.00000,0.00000,13.67603,100.0599,85.04220,11.26348,13.78050,15.89815,2.21807,32.95145,4.93598,13.28941,14.73160,48.91793,59.82983,69.42979,40.63374,610.6519,0.04237,0.35071,0.13399,2.47282,2.90210,5.64434,1.56280,4.61977,24.05613,32.01783,26.72859,5.95210,6.96757,13.57200,29.27278,90.67040,30.95685,37.40723,32.15733,5.84940,6.77172,13.14885,80.07030,252.4440,8.27531,13.04321,8.80139,622.0654,727.7231,542.9008,1118.434,530.3900,389.3215,211.6467,14.30587,0.00000
,348,149.9938,256.3184,143.2499,51.14634,558.7348,47.01350,96.80787,174.9192,6.61464,11.26970,15.26309,0.00000,0.00000,8.23324,57.27343,84.48711,13.49870,22.56729,30.47629,10.81812,245.5003,0.00041,0.00332,0.00168,18.51088,22.81690,26.20111,0.00000,0.00000,17.77090,135.4816,133.2474,22.59638,27.89544,31.91595,3.21379,47.93254,7.83555,19.19742,21.44718,117.6369,145.2321,167.2130,68.78661,1048.683,0.05222,0.42514,0.24346,5.56015,6.69186,12.12524,2.18341,6.11853,35.68275,48.20792,57.54869,15.68962,18.87215,33.73136,45.84207,147.7737,48.08220,60.33858,47.31296,15.33647,18.23508,31.16054,115.3912,409.3664,10.89182,18.66480,11.30533,698.3406,465.5503,307.3582,185.8776,248.9387,524.9146,255.0000,0.00000,0.00000
,349,15.34399,8.74514,10.44509,5.24251,31.60570,6.58364,15.07848,17.60870,0.93204,1.61430,2.18523,0.00000,0.00000,0.48947,3.80362,11.05091,1.41800,2.45683,3.33579,0.35270,8.39244,0.00000,7.06e-08,0.00000,2.20281,2.74751,3.14140,0.00000,0.00000,1.55247,12.28125,7.05647,2.21023,2.75916,3.14741,0.32339,4.91912,0.64567,2.73685,1.53185,7.62992,9.51956,10.91005,3.85308,59.35831,0.00170,0.01379,0.00947,2.25458,2.77928,4.92256,0.38786,1.36138,5.16654,7.89640,8.98898,4.72517,5.81911,10.33806,6.49358,23.66339,6.41730,9.60334,7.14401,4.01683,4.93664,8.78651,12.30020,45.20328,1.32712,2.37848,1.32302,1042.038,283.1780,991.6445,357.5520,806.1686,708.6866,0.00000,0.00000,0.00000
,350,36.23204,51.18692,44.96181,21.65525,153.2365,24.39005,65.42828,83.36375,0.60697,0.99781,1.32887,0.00000,0.00000,1.46020,9.42563,25.34620,1.39153,2.23417,2.96176,2.34486,48.84206,0.00010,0.00074,0.00015,7.22077,8.96850,10.29453,0.00000,0.00000,7.14792,53.81488,28.96082,7.14604,8.89973,10.18932,1.35845,20.29680,2.87517,11.26314,6.39104,26.30205,32.78122,37.70988,19.18652,287.2865,0.00794,0.06294,0.01239,3.48210,4.16370,6.52540,0.99317,3.72715,15.54405,25.79287,39.17715,8.95006,10.75480,16.69729,26.17181,104.6848,23.88505,37.58216,29.18365,6.53841,7.92734,12.10580,49.82031,205.9737,3.84908,7.57689,4.14449,370.5398,4548.291,751.2487,1521.954,1711.554,829.8491,1123.000,1131.000,0.00000
,351,9.60225,17.91018,11.66079,5.44846,43.45973,6.76187,16.57177,26.84873,0.25306,0.43341,0.58650,0.00000,0.00000,0.54647,3.82922,5.22656,0.28602,0.48349,0.65703,0.72079,17.18939,0.00001,0.00010,0.00002,1.80337,2.23861,2.56044,0.00000,0.00000,1.80192,14.38333,7.13632,1.79997,2.23785,2.55143,0.33420,5.11425,0.74198,2.58927,1.88723,6.39901,7.94922,9.11031,5.29401,81.62545,0.00576,0.04772,0.01093,1.00140,1.22177,1.92911,0.26066,0.85447,4.62740,8.34560,7.57011,2.69104,3.28076,5.15236,6.25078,26.89276,6.57268,10.22213,7.48675,2.32991,2.84333,4.50062,15.15344,65.39276,1.46357,2.84822,1.37126,769.3577,1308.470,1379.641,535.0784,193.9801,697.9603,0.00000,0.00000,0.00000
,352,1.76510,1.12864,0.31279,0.10091,0.24108,0.06771,0.04543,0.03093,0.08850,0.13037,0.17252,0.00000,0.00000,0.16777,0.90646,0.69087,0.05162,0.07330,0.09624,0.08314,1.04550,0.00002,0.00016,0.00045,0.03008,0.03506,0.05951,0.00000,0.00000,0.18709,0.29417,0.14431,0.01253,0.01458,0.02478,0.02159,0.07932,0.00774,0.06817,0.01036,0.01908,0.02266,0.03787,0.09710,0.38505,0.00000,0.00004,0.00011,0.00879,0.01078,0.01975,0.00509,0.01927,0.04944,0.08747,0.04185,0.00613,0.00752,0.01373,0.01853,0.07233,0.02123,0.03693,0.01133,0.00281,0.00344,0.00629,0.01846,0.07434,0.01630,0.03096,0.00881,652.7176,1144.339,854.4630,453.5479,347.7413,892.1833,0.00000,0.00000,0.00000
,353,2.32118,1.59600,0.40384,0.12746,0.33239,0.10549,0.07479,0.05305,0.11238,0.16317,0.21860,0.00000,0.00000,0.22531,1.23880,0.85707,0.06713,0.09391,0.12488,0.11506,1.48094,0.00002,0.00022,0.00056,0.03711,0.04272,0.07319,0.00000,0.00000,0.23935,0.39340,0.17494,0.01543,0.01774,0.03044,0.02636,0.10111,0.00835,0.08616,0.01334,0.02398,0.02811,0.04743,0.12818,0.53660,0.00001,0.00005,0.00013,0.01375,0.01696,0.02993,0.00709,0.03126,0.06941,0.14017,0.06853,0.00978,0.01206,0.02124,0.02698,0.12260,0.03079,0.06072,0.01947,0.00451,0.00556,0.00979,0.02807,0.13107,0.02401,0.05258,0.01562,877.4402,1904.282,637.4367,568.2197,196.0933,1306.404,0.00000,0.00000,0.00000
,354,1.76259,1.13052,0.31145,0.10024,0.24085,0.06896,0.04631,0.03166,0.08800,0.12948,0.17137,0.00000,0.00000,0.16745,0.90586,0.68928,0.05140,0.07291,0.09574,0.08316,1.04736,0.00002,0.00016,0.00045,0.02983,0.03473,0.05894,0.00000,0.00000,0.18589,0.29334,0.14366,0.01242,0.01445,0.02454,0.02139,0.07884,0.00761,0.06773,0.01030,0.01894,0.02247,0.03755,0.09667,0.38503,0.00000,0.00004,0.00011,0.00892,0.01095,0.01997,0.00511,0.01962,0.04958,0.08893,0.04364,0.00623,0.00765,0.01391,0.01864,0.07398,0.02135,0.03764,0.01161,0.00286,0.00351,0.00637,0.01864,0.07634,0.01641,0.03165,0.00905,976.1458,870.9636,1128.939,362.4803,513.1710,584.6477,0.00000,0.00000,0.00000
,355,1.75881,1.13331,0.30948,0.09924,0.24054,0.07082,0.04762,0.03275,0.08724,0.12814,0.16964,0.00000,0.00000,0.16694,0.90495,0.68692,0.05107,0.07231,0.09499,0.08317,1.05014,0.00002,0.00016,0.00045,0.02946,0.03425,0.05811,0.00000,0.00000,0.18412,0.29213,0.14272,0.01226,0.01424,0.02419,0.02110,0.07815,0.00743,0.06707,0.01020,0.01874,0.02219,0.03708,0.09604,0.38504,0.00000,0.00004,0.00011,0.00912,0.01120,0.02029,0.00513,0.02015,0.04980,0.09111,0.04628,0.00639,0.00785,0.01417,0.01881,0.07643,0.02153,0.03870,0.01201,0.00293,0.00360,0.00650,0.01892,0.07932,0.01658,0.03268,0.00941,924.9034,1026.173,1267.498,598.9585,238.6351,533.9749,0.00000,0.00000,0.00000
,356,6.85150,9.88080,7.24008,2.28018,30.36340,3.95632,3.62810,19.73092,0.21786,0.37713,0.51036,0.00000,0.00000,0.30031,2.09706,4.45413,0.27838,0.47911,0.64912,0.40151,9.47929,0.00001,0.00004,0.00001,0.83690,1.03771,1.18805,0.00000,0.00000,0.94213,7.38353,6.15450,0.87355,1.08392,1.23375,0.14244,2.13773,0.40696,0.94332,0.80000,5.87163,7.29779,8.37628,3.72697,56.99984,0.00474,0.03816,0.00988,0.40843,0.48935,0.89759,0.18408,0.65303,2.64665,4.34332,4.76745,0.90444,1.08447,1.99839,1.69736,5.55885,2.65943,2.53489,2.08274,2.21846,2.65496,4.84555,12.88631,46.30643,1.19965,2.10893,0.75195,1153.154,582.8077,1874.915,460.4162,312.4144,379.9553,0.01620,0.35826,0.00000
,357,7.97686,6.42454,1.50475,0.46071,1.41833,11.23023,9.14998,6.82819,0.37308,0.52940,0.72436,0.00000,0.00000,0.78213,4.75534,2.43940,0.23323,0.31872,0.43199,0.41233,6.01221,0.00008,0.00088,0.00158,0.12903,0.14463,0.25394,0.00000,0.00000,0.89917,1.59661,0.51372,0.05352,0.05983,0.10533,0.08912,0.37159,0.01956,0.31149,0.05034,0.08716,0.09952,0.17191,0.51095,2.32571,0.00002,0.00021,0.00038,1.71747,2.21365,3.35884,0.49439,3.91656,4.54110,16.02988,8.70876,1.25769,1.62054,2.45865,2.05011,16.24984,2.15940,7.25482,2.54096,0.58569,0.75445,1.14507,2.29338,18.19117,1.57865,6.05277,1.96111,190.4128,294.9733,432.5391,145.9106,23.04343,358.8751,0.00000,0.00000,0.00000
,358,57.61304,71.49100,77.15111,32.10470,246.0673,55.35979,120.7586,165.9946,2.00190,3.45278,4.68549,0.00000,0.00000,2.51717,18.24149,36.85439,3.45169,5.95688,8.11290,2.85648,68.63451,1.707e-07,1.5435e-06,0.00000,11.07095,13.73585,15.71592,0.00000,0.00000,10.08581,79.28582,64.93060,11.44091,14.19193,16.20076,1.99348,30.11122,4.44221,16.73459,9.16924,46.71091,57.85967,66.40282,30.10094,462.0337,0.02095,0.16794,0.11023,11.62505,14.22577,23.46902,3.13650,10.91521,43.16870,67.88298,77.94187,25.75651,31.46743,51.59383,49.71235,191.8048,52.16235,77.40992,51.45220,21.84862,26.66203,43.50057,106.1661,434.8152,11.60484,21.77996,10.86011,27.33705,147.3138,60.11951,70.53355,151.8025,121.6789,0.33068,7.31465,0.00000
,359,222.3240,153.9872,254.8873,70.45211,394.7611,73.57822,137.7800,148.7959,5.68024,8.91039,12.28481,0.00000,0.00000,7.32300,43.87262,171.1284,9.37753,14.74300,20.35496,7.22061,146.7666,7.912e-07,0.00001,9.66e-08,22.36949,28.08905,32.27279,0.00000,0.00000,24.53608,173.4634,311.7751,19.03126,24.06930,27.58400,4.66022,65.79188,8.85771,35.99775,20.33690,63.94107,81.04681,93.28566,52.52862,736.9935,0.01207,0.07782,0.11832,7.60496,9.62215,14.84782,2.53741,8.56574,41.08397,70.89585,129.6662,17.41872,21.99459,33.67042,60.78145,214.7786,59.13656,84.79095,52.23612,13.29589,16.57599,25.04063,99.44411,360.2355,8.64472,14.70601,7.89655,28.80244,310.0207,41.97724,241.2463,351.4549,131.6120,321.3064,0.00000,0.00000
,360,193.6570,205.7364,231.1610,70.89192,406.9233,71.53069,146.9176,159.7603,13.10000,21.11023,29.04080,0.00000,0.00000,10.68316,64.83930,118.1345,24.12944,38.63977,53.30468,9.79753,195.9389,4.414e-07,0.00001,0.00000,24.70178,31.55337,36.20837,0.00000,0.00000,24.08712,176.6107,261.6241,21.81239,27.88589,31.93592,4.54539,66.34654,8.99935,38.26997,18.99492,74.26271,94.74426,109.0496,53.42720,760.4196,0.03482,0.19983,0.16334,11.86217,15.42953,24.21154,2.78733,9.91812,45.09409,77.64718,108.1521,26.71269,34.78801,54.40826,62.55795,231.2773,62.45378,94.05741,49.45424,18.52743,24.14246,37.41349,102.3107,383.6727,9.17796,16.12456,7.10308,38.89680,202.1455,54.80529,116.2050,97.10477,111.7741,0.00000,0.00000,2952.540
,361,304.2161,237.6980,373.4053,79.71576,529.1586,59.64590,100.7725,139.0335,5.40349,8.96715,12.28912,0.00000,0.00000,8.43598,51.10467,244.6754,10.28217,17.16274,23.58000,10.70214,226.9958,1.582e-07,1.4496e-06,0.00000,18.57223,23.42691,26.91643,0.00000,0.00000,24.71828,176.0975,545.9948,17.91142,22.71307,26.02782,5.26634,74.44942,8.93325,26.62642,37.86632,65.98524,83.77067,96.47028,72.31969,985.9977,0.07560,0.41640,0.23925,3.47546,4.41063,6.80771,1.46135,4.72319,25.19540,38.55567,119.1144,9.51838,12.06547,18.56784,44.79610,156.7489,40.58879,54.67642,49.94691,6.99487,8.82249,13.41411,91.31325,325.7872,6.78521,11.52082,8.41215,48.29429,202.5368,36.45138,394.8087,176.4390,97.04964,220.5984,0.00000,0.00000
,362,95.93164,86.57513,164.2011,47.95663,325.2970,45.02512,82.85790,127.6100,1.62184,2.83774,3.87560,0.00000,0.00000,2.64169,16.34614,76.94381,3.20150,5.42898,7.47981,3.80291,82.77222,0.00000,2.85e-07,0.00000,18.01051,22.99039,26.33421,0.00000,0.00000,16.12299,115.8288,196.4503,19.20906,24.58607,28.07299,3.08038,44.87625,6.11060,22.40797,16.15337,76.35643,97.61040,112.0924,42.87418,607.7198,0.01495,0.09607,0.03495,5.61226,7.00881,10.20605,0.77221,2.62418,19.77534,39.72407,79.50628,17.16229,21.42404,31.22640,33.41585,132.2999,33.22902,47.18741,34.64684,13.98811,17.38929,25.23454,76.07222,306.7578,5.38612,9.78001,5.52644,20.23210,146.0281,35.86600,96.93383,192.5360,63.04129,1255.493,0.00000,0.00000
,363,110.9868,92.57797,181.4101,55.17282,356.1948,41.62043,91.29312,114.5841,3.97734,6.57325,9.00361,0.00000,0.00000,3.99351,24.27697,82.71636,6.98741,11.55918,15.87696,4.30200,88.27596,1.012e-07,8.614e-07,7.5e-09,22.64978,28.36237,32.56050,0.00000,0.00000,20.33413,142.1694,200.3167,21.32530,26.91392,30.80441,3.62077,51.55205,7.58247,29.24568,14.20971,79.30113,100.0169,115.0778,47.98806,664.4015,0.02907,0.15893,0.08347,6.31608,8.05741,11.80410,1.08817,4.08382,23.21029,42.51802,68.32208,18.60524,23.66106,34.62677,37.52672,145.0595,37.91790,58.19447,30.71034,14.24779,17.89877,25.90377,70.71841,278.7157,5.89765,10.74746,4.86874,50.18132,130.3022,27.84720,100.3485,66.96749,60.87774,0.00000,0.00000,0.00000
,364,150.3070,107.1114,266.1841,58.55930,288.8790,48.64250,77.00617,70.96770,2.82061,4.45509,5.99882,0.00000,0.00000,4.75128,28.32031,117.2354,4.81585,7.50763,10.09966,5.68774,101.4237,0.00180,0.00904,0.00474,19.53660,24.48374,28.17614,0.00000,0.00000,20.01284,138.8098,373.5456,16.39353,20.66155,23.71768,3.92231,54.63699,6.66221,27.28813,19.84415,54.09158,68.37534,78.80577,39.76906,537.9890,0.01744,0.09491,0.08517,5.40224,6.81185,11.19832,2.15449,7.17080,24.22485,36.08053,93.52623,10.31672,13.02964,21.43497,35.23032,118.7820,30.66472,44.10694,32.58717,6.06109,7.64246,12.59266,49.85551,163.0476,3.80136,6.01555,4.18075,51.00799,214.9918,49.18419,403.9467,250.0726,124.7727,637.8172,0.00000,0.00000
,365,132.1718,92.24724,241.8524,62.06656,368.3948,56.61689,121.1848,141.5020,3.44900,5.75941,7.89917,0.00000,0.00000,3.82737,23.07393,105.2704,6.74395,11.05719,15.23145,4.31330,87.93394,7.51e-08,5.721e-07,8.5e-09,22.50810,28.76570,33.01661,0.00000,0.00000,20.44480,148.8078,314.4521,22.09064,28.27984,32.37605,3.98551,58.08105,7.64911,30.63317,18.99701,82.29320,105.2654,121.1240,48.47504,688.3147,0.02532,0.13895,0.06953,7.06308,8.98275,13.48056,1.34165,4.60134,30.20133,51.32623,104.8527,20.52407,26.08123,39.12833,52.32183,190.0478,50.88882,73.80946,44.58610,14.09396,17.88472,26.77577,93.50253,342.8544,7.30432,12.59688,6.36899,30.98588,158.3012,27.35564,76.59310,138.9814,102.8474,428.7283,0.00000,0.00000
,366,110.1049,102.8068,175.5649,57.34778,379.2289,50.86974,109.4738,159.6946,5.44450,8.93661,12.25962,0.00000,0.00000,4.24374,24.93869,80.92243,13.34272,21.35945,29.45097,4.95116,97.85567,6.9e-08,8.414e-07,3.8e-09,26.08454,33.43542,38.26409,0.00000,0.00000,18.27415,133.4927,199.3630,28.42769,36.47032,41.63122,3.66303,53.68475,7.84966,32.08572,14.05325,112.9654,144.7661,166.1964,49.72269,708.7351,0.03829,0.21644,0.07706,9.91927,12.74391,18.51935,1.18587,4.17968,28.40390,52.98596,90.03431,30.46031,39.12480,56.81107,44.49235,174.4552,46.55916,68.71203,37.47804,26.50963,34.04142,49.39484,102.8895,408.0859,8.17067,14.97644,6.26219,32.72855,165.1036,42.55376,94.40391,90.00403,122.9054,0.00000,0.00000,0.00000
