
Project Name,0295_TimeOfUseCharging_2404_E23b
emmebank Title,020_MSM_Template_Mat_24_E23B
Year,2026
Slot No,16
Scenario Title AM,2026 AM TOUCH_base_AGSv1_E23B_NC
Date,20240724
User,ChapaJay1
File Name,C:/001_Z/MSM_P2_E23b/0295_TimeOfUseCharging_2404/2026/2026/outputs/Landuse_Table/Landuse_Detailed_Table_2026_Slot_16.csv

c ,Zone,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH1PT1,HH1PT2,HH1PT3,HH1PT4,HH1PT5,HH1PT6,HH1PT7,HH1PT8,HH2PT1,HH2PT2,HH2PT3,HH2PT4,HH2PT5,HH2PT6,HH2PT7,HH2PT8,HH3PT1,HH3PT2,HH3PT3,HH3PT4,HH3PT5,HH3PT6,HH3PT7,HH3PT8,HH4PT1,HH4PT2,HH4PT3,HH4PT4,HH4PT5,HH4PT6,HH4PT7,HH4PT8,HH5PT1,HH5PT2,HH5PT3,HH5PT4,HH5PT5,HH5PT6,HH5PT7,HH5PT8,HH6PT1,HH6PT2,HH6PT3,HH6PT4,HH6PT5,HH6PT6,HH6PT7,HH6PT8,HH7PT1,HH7PT2,HH7PT3,HH7PT4,HH7PT5,HH7PT6,HH7PT7,HH7PT8,HH8PT1,HH8PT2,HH8PT3,HH8PT4,HH8PT5,HH8PT6,HH8PT7,HH8PT8,E1,E2,E3,E4,E5,E6,Prim,Sec,Tert
,102,135.3829,227.8574,182.0726,73.21076,652.3582,55.62574,123.5528,280.5310,6.87239,11.09045,14.46326,0.00000,0.00000,6.10980,42.34743,86.92568,16.62324,26.59712,34.71917,9.25231,218.6051,0.00052,0.00432,0.00154,32.24506,37.90062,42.00444,0.00000,0.00000,23.70761,189.9045,150.5330,36.96213,43.53170,47.95645,4.34748,68.86327,10.34093,36.25322,24.75172,149.0944,175.2538,193.9867,77.80147,1226.915,0.09356,0.78230,0.26802,11.78106,13.78370,21.58499,2.20073,8.12553,39.55871,68.31367,66.23761,31.68753,37.01221,58.11642,49.77986,197.3258,55.41788,76.95252,57.51960,36.92336,43.16347,67.74246,170.2184,671.3746,14.74627,27.73374,12.59735,18.08399,82.11343,95.34941,69.65173,287.9630,100.2496,242.2615,619.4791,0.00000
,103,158.8574,156.6687,213.2339,62.98861,513.5027,42.70103,93.82710,156.7061,4.17179,6.73574,8.93786,0.00000,0.00000,4.45635,31.33170,123.0693,8.89472,14.29431,19.06318,6.15692,150.5118,0.00011,0.00094,0.00055,23.19427,27.20525,30.36613,0.00000,0.00000,19.36573,157.5829,249.5192,24.25416,28.51350,31.60440,3.73217,59.25644,7.93079,25.78310,27.39439,95.13485,111.5706,124.4566,60.87575,966.1297,0.05292,0.43479,0.24559,5.86693,6.84860,10.64257,1.42818,4.95999,24.96507,41.42962,66.04047,16.35112,19.06475,29.65587,38.13351,149.5207,37.56555,54.72895,46.40947,13.94038,16.25489,25.34544,95.03433,375.0841,7.72818,14.40361,8.53075,24.33832,152.2862,17.72265,85.03673,267.8707,117.5300,284.0634,0.00000,0.00000
,104,80.49900,73.23007,223.6742,68.40290,343.1150,90.57901,170.8936,144.3678,2.85339,4.38420,5.68140,0.00000,0.00000,3.02338,21.50562,55.97000,5.05356,7.67012,9.95888,3.41156,69.81853,0.00004,0.00030,0.00058,29.71866,34.60760,38.89199,0.00000,0.00000,22.68003,175.5798,249.0885,24.22915,28.32399,31.61842,4.19747,64.20542,7.48168,35.29859,20.32348,78.40714,91.71592,102.5189,42.02561,644.2043,0.00541,0.04520,0.08502,17.06557,19.84115,30.41879,5.01636,18.83671,53.52902,91.59602,161.5264,30.70499,35.71303,54.61622,70.04539,271.7418,62.28418,102.7415,73.84355,19.02382,22.14730,33.75137,96.84859,379.1479,8.18986,15.50747,9.29112,197.2524,218.9069,33.21132,354.5619,179.1664,84.24814,383.8182,0.00000,0.00000
,105,112.1106,125.0954,165.7615,54.10630,431.6821,46.86505,108.0236,165.4040,3.56440,5.75380,7.60827,0.00000,0.00000,3.79477,27.34362,80.97217,6.82795,10.94890,14.55693,4.93861,120.1568,0.00008,0.00068,0.00030,21.01523,24.64767,27.48329,0.00000,0.00000,17.59964,142.5883,171.3351,21.25024,24.98187,27.67654,3.20740,50.89890,7.06497,25.36292,18.70206,80.85131,94.84275,105.6628,51.21052,812.1536,0.03647,0.29698,0.13718,7.45596,8.73067,13.01806,1.51728,5.75389,26.78484,48.85429,70.34835,21.18913,24.77629,37.01441,41.40325,174.6439,40.61345,64.14736,50.80562,16.61744,19.43449,29.05237,94.86304,401.3489,7.75929,15.33007,8.77641,9.43110,108.0084,20.55314,84.82780,281.0091,65.55567,429.4203,0.00000,0.00000
,106,41.97581,60.98697,35.97089,13.73767,97.46701,11.41921,19.30445,30.60028,1.06879,1.56554,1.98278,0.00000,0.00000,1.94735,12.31223,27.71623,2.52552,3.50947,4.35170,3.18377,57.80320,0.00092,0.00717,0.00214,4.05983,4.68539,5.32650,0.00000,0.00000,4.91687,33.46743,33.55748,3.96588,4.59942,5.18941,0.88104,12.85663,1.68419,6.33251,5.00640,14.80244,17.16388,19.41751,13.08318,181.8508,0.01688,0.12754,0.04232,0.99670,1.09058,1.86266,0.55096,1.92546,6.34426,9.84623,15.59073,1.90599,2.09894,3.63648,8.54101,30.06789,7.88649,10.38801,10.05454,1.38760,1.53445,2.68250,20.35901,71.44181,1.80056,3.02637,2.16843,15.71208,155.1691,47.87438,482.7661,137.3951,27.68061,0.00000,0.00000,0.00000
,107,65.57400,88.61195,119.1889,37.54651,311.1035,29.12467,64.96987,116.6914,1.88630,2.98498,4.00543,0.00000,0.00000,2.38856,16.26582,46.91961,4.07295,6.38790,8.55391,3.55777,85.05418,0.00012,0.00095,0.00017,14.07708,16.54818,18.33619,0.00000,0.00000,11.67400,94.14491,132.5589,16.05010,18.90154,20.83365,2.22707,35.31944,4.83711,16.71055,13.86111,66.90590,78.58197,87.23226,36.98602,585.2209,0.02851,0.22009,0.04417,4.44150,5.18484,7.87520,0.73253,2.16790,16.37068,32.33181,47.61262,13.55203,15.80943,23.95910,25.16567,104.7741,26.40328,38.88292,28.98018,13.02086,15.18653,23.00887,68.40428,293.7874,5.19906,10.16926,5.24459,37.91177,207.8477,29.17558,245.5472,244.5023,161.5658,0.00000,0.00000,0.00000
,108,142.3763,150.2635,237.5184,79.32953,576.7402,73.40287,172.5892,234.4094,5.38174,8.65712,11.44875,0.00000,0.00000,4.98194,36.33877,101.0556,10.44142,16.71782,22.17078,5.98467,144.2788,0.00013,0.00104,0.00060,33.02401,38.54258,43.12826,0.00000,0.00000,25.84365,207.0078,242.1853,31.52674,36.94213,41.05972,4.75459,74.57494,10.13123,39.18900,24.67851,114.5141,134.0723,149.6901,68.48118,1084.999,0.04762,0.37741,0.22499,12.90848,15.12341,22.17956,2.51477,9.78131,43.02706,80.27696,116.0212,35.30902,41.30975,60.70102,65.77569,279.4027,64.23306,104.5368,78.10457,25.96899,30.38224,44.66742,137.1420,584.6733,11.67467,23.28726,13.02533,14.01206,179.4633,59.76306,125.4041,443.9484,78.03996,364.8173,1085.062,0.00000
,109,117.7162,105.2448,192.4982,63.91050,328.6151,95.21865,159.7472,160.8954,4.04785,6.56008,8.53765,0.00000,0.00000,4.28490,32.81569,80.61563,6.55357,10.58536,13.80368,4.19895,101.0458,0.00003,0.00024,0.00053,26.70750,30.85880,34.93924,0.00000,0.00000,21.30898,167.3022,196.3852,20.75205,24.06710,27.09235,3.90223,60.00827,7.52626,36.10791,15.71069,62.22184,72.20158,81.38046,39.80046,617.4297,0.01183,0.09887,0.21878,16.02510,18.75095,28.72056,4.93262,19.43964,57.68307,103.8203,159.9309,27.97499,32.70753,50.11349,63.52395,255.9704,62.11160,103.3248,62.45034,18.48624,21.63195,33.10602,102.8721,415.6489,10.13409,19.55158,9.48468,145.8819,432.2634,58.11822,162.3218,477.5527,125.4692,903.4929,0.00000,0.00000
,110,272.7608,84.32037,50.83648,7.00514,32.32877,10.15610,11.60717,8.33411,8.22097,12.20750,17.46865,0.00000,0.00000,9.37872,66.24705,197.1350,5.72772,8.15723,11.29953,4.86504,79.45534,0.00081,0.00594,0.00453,1.66049,1.89540,2.35719,0.00000,0.00000,4.88232,20.03492,76.75571,1.33655,1.53454,1.90486,0.69232,6.31283,0.60716,2.70547,2.70249,4.33287,4.97385,5.98806,6.14512,58.51241,0.00408,0.02922,0.01947,1.41928,1.79969,2.93341,0.66211,2.41167,5.44721,13.52874,14.99868,1.54144,1.93446,3.22964,5.13797,18.07637,4.42103,6.20615,6.31817,0.78470,0.98694,1.64341,5.74558,20.71883,0.72074,1.15366,1.04271,29.51629,649.0109,328.8946,1367.139,912.4637,101.5808,10.45049,0.00000,5713.534
,111,92.00640,102.0300,197.1513,69.29413,333.8775,82.28896,142.2806,133.7644,2.79302,4.51241,5.90893,0.00000,0.00000,4.43784,34.11607,53.45250,3.40090,5.46429,7.16635,4.06977,97.96024,0.00002,0.00017,0.00036,27.76432,32.00012,36.35295,0.00000,0.00000,23.91565,187.9411,182.4458,20.31760,23.46858,26.56397,4.24428,65.04986,8.35791,42.02942,13.97536,59.05680,68.20113,77.36039,40.62374,627.1312,0.01057,0.08439,0.19100,13.90417,16.28273,24.23551,4.66552,19.27718,56.16191,103.0731,117.7032,22.18498,25.94112,38.72074,55.23384,229.3273,56.21983,98.35658,45.02068,13.47895,15.74798,23.54624,83.49391,347.8711,8.32073,16.60853,6.44861,12.16261,110.0236,21.43344,208.7402,110.5596,75.44636,0.00000,0.00000,0.00000
,112,99.89571,101.2959,111.3361,42.06144,331.6961,26.73402,57.92485,110.4134,2.31432,3.75986,4.88488,0.00000,0.00000,2.57561,18.31180,79.00830,4.73159,7.64791,9.94531,3.96481,97.33107,0.00003,0.00024,0.00009,16.81109,19.80314,21.69869,0.00000,0.00000,11.36327,92.20522,119.1037,19.66376,23.17774,25.36458,2.49231,39.56913,5.46446,22.18451,12.41899,80.13392,94.31554,103.5250,39.33096,624.0612,0.02022,0.16904,0.06041,3.81935,4.48365,6.56318,1.04057,3.93149,16.62505,26.86056,39.50076,10.97810,12.87302,18.88675,24.23399,91.61570,24.55833,35.56620,25.28061,10.38968,12.17890,17.88075,69.28107,261.9593,5.38380,9.90610,5.09973,14.78040,221.2175,18.88226,126.1270,251.2755,107.0625,0.00000,0.00000,0.00000
,113,117.0461,77.01997,170.5958,65.78928,350.0539,80.89635,159.2998,173.5132,5.13715,8.34266,11.59131,0.00000,0.00000,3.73063,27.05273,86.26273,7.77521,12.54856,17.57653,3.21719,73.80278,1.049e-07,9.4e-07,5.1e-09,30.21337,35.63623,41.53053,0.00000,0.00000,22.95546,174.8876,143.3486,23.94945,28.39136,32.89391,4.14806,61.64121,8.15710,37.35380,16.29834,76.69183,90.66090,105.7699,44.05040,656.0575,0.04084,0.27691,0.38151,17.31592,20.60266,32.11984,4.20578,16.19940,57.62064,102.3799,104.7421,33.10875,39.35882,61.47232,65.19053,253.4092,67.48652,108.7442,54.09404,25.32961,29.98942,46.81104,111.6336,440.3641,11.91276,22.41509,9.21001,14.98583,70.04099,15.36944,139.8988,170.2228,98.82861,475.2369,0.00000,0.00000
,114,92.87285,86.11477,189.0476,69.25540,373.2221,90.38895,194.8152,193.4677,5.73967,9.47319,12.97052,0.00000,0.00000,3.88415,28.76292,60.22578,9.06862,14.94467,20.55941,3.50920,82.60557,2.533e-07,2.1842e-06,0.00000,32.59982,38.70811,44.99647,0.00000,0.00000,24.05455,186.2807,167.7599,27.13784,32.29887,37.34260,4.29385,64.96157,8.61495,39.41881,17.01107,87.43398,103.8769,120.7639,46.55185,699.8923,0.00993,0.07859,0.18294,21.93653,26.13669,39.94865,4.34243,17.05309,60.90561,114.5980,125.8916,43.48994,51.76533,79.25133,76.97908,312.6514,76.02477,125.4768,72.42287,29.85629,35.55185,54.47607,123.3105,503.2069,12.08113,23.08321,10.53676,25.18127,96.25488,30.76998,107.2589,239.2640,96.70608,0.00000,0.00000,0.00000
,115,165.1005,110.2721,348.7635,96.28986,511.9226,94.02190,224.7304,208.5884,4.36335,7.66923,10.03310,0.00000,0.00000,4.21793,30.45087,130.4317,7.18447,12.63844,16.58163,4.46320,105.8089,3.573e-07,1.929e-07,0.00000,37.85577,48.10834,53.12774,0.00000,0.00000,31.31316,244.2602,421.9536,33.84540,42.96836,47.29717,5.96481,90.32504,11.02665,48.33114,29.53132,117.2903,149.0450,164.5915,63.52747,960.3177,0.00676,0.05385,0.15451,16.74265,21.03391,33.38500,4.00316,13.54032,64.26032,100.6732,147.4302,37.85010,47.59269,75.63571,99.88373,349.5770,94.04989,139.2091,86.05563,24.39550,30.65616,48.81105,147.5781,516.7837,12.48822,21.11182,10.83585,42.62179,251.8472,58.69247,428.5906,203.8248,139.7031,445.0000,0.00000,0.00000
,116,96.86855,69.97931,210.4523,60.21079,358.8557,48.56199,121.7724,134.6276,2.52255,4.44001,5.83079,0.00000,0.00000,2.42237,17.07941,77.36677,4.26442,7.50970,9.91611,2.83091,67.14840,1.676e-07,1.8694e-06,0.00000,25.75154,32.72940,36.15523,0.00000,0.00000,19.65314,152.8684,248.3831,24.60815,31.24213,34.39123,3.72861,56.48218,7.28688,30.34627,18.28230,91.03239,115.7039,127.8580,44.52117,673.1903,0.00700,0.05349,0.07717,8.34842,10.48997,16.38701,1.65041,5.51367,32.41281,50.60039,73.63413,23.14824,29.12478,45.53945,54.15677,189.3881,52.35774,76.23353,44.78710,15.60288,19.63366,30.71366,91.40378,322.0779,7.30795,12.40679,6.15542,19.23009,175.8745,50.06844,88.43040,182.6849,127.2616,984.0000,0.00000,0.00000
,117,175.4967,135.3574,334.0798,92.66859,513.8669,102.3517,216.0446,225.4579,5.51404,9.09826,12.46305,0.00000,0.00000,5.28638,37.85289,132.3575,9.68285,15.94604,21.96680,5.52323,129.8341,1.003e-07,1.4548e-06,0.00000,34.30096,40.81210,47.24796,0.00000,0.00000,31.46275,243.5079,393.1889,30.51559,36.38764,41.90537,5.74228,86.92630,10.83890,46.78776,27.69003,105.9739,126.1476,146.1034,64.07119,963.6627,0.01231,0.09237,0.12892,16.22904,19.26323,29.79035,3.10179,11.14275,57.23141,107.0522,170.0744,38.67633,45.84043,70.92510,87.07057,345.0187,85.46202,136.5506,77.41859,25.35619,30.04900,46.51424,139.3367,557.3671,11.71174,21.79933,10.29731,38.13507,251.2785,58.03327,125.0978,89.70290,155.2016,0.00000,0.00000,0.00000
,118,117.8338,83.37833,177.3759,58.59311,310.5805,85.09511,172.1514,160.8517,5.24829,8.67101,11.83433,0.00000,0.00000,3.82215,28.35742,85.65421,8.40968,13.87814,19.01911,3.39736,79.98097,2.087e-07,0.00000,0.00000,26.47567,31.38671,36.56396,0.00000,0.00000,21.67300,167.7486,165.3301,21.19229,25.20309,29.15248,3.63325,54.95986,7.24680,33.11330,14.07637,68.15486,80.92039,94.09728,38.74596,582.4152,0.00687,0.05442,0.09547,18.33766,21.87379,33.05029,3.93520,15.54656,54.80016,107.1994,122.5230,34.99760,41.70427,63.11202,67.08463,277.2182,66.12556,110.7236,60.87370,22.06005,26.32649,39.89389,100.4788,416.4518,9.43280,18.14339,8.12490,21.66814,133.0018,27.47638,77.62190,78.99151,127.0659,0.00000,0.00000,0.00000
,119,149.3282,85.81192,223.0043,65.07423,349.8955,122.7965,234.4130,230.8854,4.83172,7.94273,10.96321,0.00000,0.00000,3.67803,26.82418,118.8260,8.06350,13.23066,18.35929,3.50038,82.31155,6.2e-08,7.967e-07,0.00000,29.70255,35.12251,41.04932,0.00000,0.00000,23.00905,176.6153,246.3843,24.25279,28.79220,33.46143,4.03831,61.03592,7.85141,34.39472,19.55526,78.89008,93.45386,109.2805,43.69102,656.1001,0.01184,0.09168,0.31296,24.13586,28.61235,45.96117,6.10613,22.31964,80.40955,137.9271,189.2794,46.89687,55.52959,89.26692,98.71423,370.1118,96.68243,150.6879,88.08675,32.17475,38.06631,61.14974,154.9830,587.5430,15.19293,27.44201,13.02050,18.53842,98.46442,38.20772,80.77216,305.3365,149.2393,675.1381,0.00000,0.00000
,120,203.6792,125.0247,196.8385,63.90079,380.3130,85.49887,169.2291,171.7623,4.58017,7.56226,10.33794,0.00000,0.00000,4.84937,34.80899,164.0208,7.86274,12.96517,17.80298,5.09521,119.9295,1.306e-07,1.2006e-06,0.00000,26.69101,31.68033,36.82848,0.00000,0.00000,22.62326,174.8139,196.2399,23.14398,27.55811,31.80622,3.95890,59.94190,7.82821,32.67645,18.85448,77.93595,92.67729,107.4787,47.42296,713.2032,0.01160,0.09196,0.08222,16.58056,19.69411,29.83599,3.32039,13.54817,44.93015,89.56814,143.0531,33.70583,40.01799,60.74397,63.75402,274.7042,58.72918,99.24384,74.60499,21.32353,25.37035,38.59673,99.48241,427.6853,8.44215,16.68289,9.87515,24.51483,142.7324,26.36447,134.6294,395.9085,104.1807,0.00000,2267.140,0.00000
,121,245.7504,86.05537,136.6904,19.24090,92.23626,36.27100,40.85802,22.07787,2.48934,3.69005,4.83972,0.00000,0.00000,4.35569,24.12208,217.2726,4.14763,5.94625,7.70319,5.50082,80.55457,0.00025,0.00199,0.00539,6.11717,7.13490,8.65509,0.00000,0.00000,8.98979,48.89883,215.4921,4.31947,5.10641,6.08742,1.64883,17.59207,1.66759,5.96765,8.36941,13.52345,16.02880,18.98059,14.69646,169.7761,0.00181,0.01438,0.03737,2.37663,2.56337,5.37314,3.37896,8.48261,16.48482,18.53255,64.41737,2.68310,2.91909,6.08578,22.64524,59.07079,13.67359,16.51323,24.13690,0.92705,1.02833,2.11417,17.69862,48.53498,0.91247,1.34517,1.46395,83.29866,630.6157,12.49301,108.0464,5292.689,33.24383,272.5069,733.7993,0.00000
,122,6.70580,5.16933,6.74557,2.64443,16.79627,30.10053,16.70761,60.23766,0.19405,0.28439,0.40611,0.00000,0.00000,0.45857,2.74323,3.50400,0.19269,0.28233,0.41032,0.27869,4.89064,0.00001,0.00011,0.00031,0.59980,0.64669,0.82275,0.00000,0.00000,1.00818,5.61712,6.86584,0.40866,0.44028,0.55703,0.21160,2.43283,0.33727,0.86317,1.42511,1.18713,1.27862,1.61039,2.59031,31.00222,0.02137,0.13718,0.02480,5.22232,5.84583,7.78930,1.13062,7.67371,7.96681,31.66705,41.86342,3.58075,4.00830,5.34087,4.29031,29.12490,4.46006,5.61646,17.82466,1.89599,2.12232,2.82766,23.17881,157.5342,2.20359,5.98717,8.02722,25.38549,1197.115,75.01474,216.9680,554.8573,2102.834,0.00000,2180.128,0.00000
,123,178.5046,77.23833,193.6418,41.75614,188.0390,46.16958,57.09355,49.11568,2.34327,3.84475,5.25050,0.00000,0.00000,3.34110,24.36163,150.8019,3.59864,5.88818,8.06740,3.22482,74.01353,0.00010,0.00065,0.00051,11.49039,13.53637,15.74695,0.00000,0.00000,13.48423,102.5884,271.2110,8.87278,10.47450,12.14847,2.63844,39.11770,4.33791,20.00334,13.61210,27.30628,32.23298,37.50838,23.88287,352.1952,0.00880,0.06057,0.07114,3.82636,4.55034,7.27994,1.99432,7.35207,20.22622,34.08400,90.91628,6.21429,7.39020,11.82741,24.08111,90.10598,21.29242,34.01731,23.12298,3.56576,4.21925,6.81120,31.43641,116.5435,2.51319,4.46011,2.82385,21.64477,277.4312,42.98881,697.8439,400.4731,100.8169,509.1824,0.00000,0.00000
,124,85.10777,60.05140,173.2881,41.29334,188.3040,35.64375,56.68039,47.77250,1.26241,1.97547,2.66585,0.00000,0.00000,2.58349,18.52797,63.99631,1.62843,2.45937,3.31285,2.62009,57.43130,0.00006,0.00042,0.00179,13.06433,15.22452,17.86964,0.00000,0.00000,13.74761,103.1692,229.6593,10.02251,11.70731,13.69606,2.63643,38.65691,4.63398,21.60496,11.64624,30.59605,35.73682,41.95250,24.20280,352.4053,0.00358,0.02627,0.09479,3.71276,4.33199,7.57802,1.89090,6.33052,22.40573,33.49068,55.11963,6.46803,7.53093,13.22725,26.04578,87.31500,24.47434,36.16249,18.71115,3.63505,4.22390,7.43900,33.01276,110.5458,2.70792,4.45813,2.11165,21.26527,160.3129,19.95371,74.50212,33.24868,114.0856,0.00000,0.00000,0.00000
,125,211.7543,159.7939,245.7199,57.42065,303.6142,51.36117,90.63941,84.68404,3.32052,5.22749,7.20924,0.00000,0.00000,6.26929,37.73254,167.7525,6.59512,10.28743,14.21819,9.52566,150.2682,0.00011,0.00085,0.00346,10.95392,13.02349,15.15657,0.00000,0.00000,20.14158,133.2642,338.0340,8.61109,10.25395,11.88847,3.84487,53.57579,5.76188,23.35620,23.24928,27.13593,32.24375,37.64047,43.81776,563.4107,0.00703,0.05581,0.07880,3.15131,3.65383,6.68305,2.94277,8.98879,29.99289,40.07473,75.66999,5.28461,6.12973,11.22319,45.16272,136.1161,36.66202,48.25042,45.48935,3.22847,3.72928,6.85440,62.99677,191.0554,4.80166,7.32318,6.01977,98.06078,2329.877,211.9885,1599.334,875.1843,469.3510,467.6935,4.83399,0.00000
,126,168.5654,100.8113,147.1852,44.36800,210.6882,51.34213,68.03031,61.69297,4.54519,7.04177,9.60097,0.00000,0.00000,5.11642,35.42042,128.0285,6.44663,9.77086,13.34419,4.91315,95.89816,0.00051,0.00333,0.00279,20.07842,23.36700,27.58868,0.00000,0.00000,16.84483,118.9384,158.5872,14.68169,17.15692,20.15580,2.96016,41.40784,5.36178,25.18204,10.50362,43.56339,50.92380,59.97762,28.21062,393.1657,0.00864,0.06130,0.07594,5.97955,6.96906,11.81592,3.09976,10.11608,29.93229,45.22091,78.63466,8.91019,10.39303,17.60564,31.42897,104.6317,28.36497,41.08039,28.37516,5.19392,6.04481,10.28317,42.92730,142.1516,3.96318,6.42123,4.01919,20.93476,124.2713,8.96483,69.25386,1107.358,105.4623,569.5299,0.00000,0.00000
,127,30.56659,46.03714,37.05017,9.99411,55.88381,8.80406,11.06763,11.94507,1.44473,2.10358,2.83699,0.00000,0.00000,2.13762,12.77797,15.65100,2.53602,3.57172,4.76429,2.77571,43.26144,0.00073,0.00494,0.00211,3.14675,3.53096,4.34191,0.00000,0.00000,4.45003,24.94025,44.71005,2.45257,2.76502,3.38440,0.77087,9.22324,1.18330,4.23700,3.81165,7.47394,8.45483,10.31358,8.64194,103.1257,0.00633,0.04237,0.01683,0.93819,1.01201,1.94458,0.76888,2.10960,6.01560,7.44617,11.88789,1.18430,1.28580,2.47787,5.84362,16.29164,5.02997,5.90011,6.36057,0.72892,0.79138,1.52549,9.46057,26.37464,1.00351,1.38231,1.31543,71.61688,571.3843,163.4679,404.6872,240.4361,390.4023,705.3118,758.9360,0.00000
,128,139.2355,152.5139,83.75021,26.42208,181.5267,14.13250,29.14003,39.50670,3.87250,5.64294,7.46846,0.00000,0.00000,5.91715,35.59881,97.71955,8.07364,11.07722,14.41638,9.35291,143.1610,0.00200,0.01402,0.01112,7.23687,8.49384,10.05768,0.00000,0.00000,11.05323,65.42632,91.02087,6.61599,7.77696,9.17671,1.78716,24.63492,3.23704,12.62075,8.83945,23.59298,27.64840,32.93257,27.18587,335.8675,0.01151,0.08241,0.06470,1.25351,1.43688,2.68701,0.62928,1.93828,9.74931,12.96019,17.12045,3.06367,3.49148,6.56158,14.49297,43.78708,13.75791,17.40751,12.62515,2.50157,2.82825,5.34101,29.56950,88.95061,2.79154,4.22980,2.53799,32.55845,770.6048,99.21755,523.4456,810.7703,269.1406,0.00000,0.00000,0.00000
,129,270.6775,257.1786,359.6910,112.3925,691.5474,117.5393,221.9484,275.3303,8.77408,13.20117,17.76228,0.00000,0.00000,9.88424,63.15440,197.6388,17.06905,24.84472,33.43472,13.84179,243.3368,0.00206,0.01370,0.01939,45.94883,54.34307,63.42606,0.00000,0.00000,39.02160,276.9966,403.3638,42.21380,50.10575,58.11467,7.15403,105.2385,14.33395,62.84297,27.97758,148.0896,175.6792,204.9747,91.51164,1291.583,0.02408,0.18227,0.25076,17.75489,21.03972,32.31699,3.88700,14.81825,61.08332,103.6806,208.9023,43.66898,51.81132,79.33591,90.46390,353.4329,88.19165,140.9621,83.00160,31.31807,37.03476,57.19771,168.5795,657.4114,14.97608,27.98119,13.91030,36.02177,331.7723,44.19645,223.0115,485.3391,180.1176,486.5521,29.00392,0.00000
,130,203.6147,171.3815,212.4919,67.83344,422.3882,65.91510,133.3040,148.9910,8.98334,14.41549,19.57453,0.00000,0.00000,7.47315,51.60862,144.5330,15.55208,24.42923,33.23644,8.18303,163.1985,0.00388,0.02523,0.00847,30.68521,36.37389,42.36709,0.00000,0.00000,24.96180,183.8524,216.1696,26.47289,31.47386,36.47638,4.24763,63.58582,8.90970,38.11457,16.08556,90.93711,107.8293,126.0445,54.38583,790.3907,0.03908,0.27036,0.15293,11.66556,13.99985,22.15716,2.36122,8.88884,39.80835,65.56171,96.89316,25.84199,30.97519,49.17562,55.20596,211.4020,55.22211,87.50553,45.21692,18.83549,22.48606,35.96344,92.67947,354.2935,8.60104,15.83964,6.88242,11.51385,105.6639,11.99241,93.70495,405.8144,82.42390,1171.120,1622.286,0.00000
,131,108.6849,87.57359,137.4843,48.67288,289.9578,37.56247,74.21843,88.73647,3.42517,5.43506,7.38169,0.00000,0.00000,3.65509,25.18028,79.84951,5.88620,9.16672,12.46805,4.09669,83.47690,0.00021,0.00142,0.00256,20.93350,24.67338,28.71936,0.00000,0.00000,16.27505,120.8333,137.8602,19.26118,22.79683,26.38873,3.08625,45.58664,6.41803,28.57710,10.79139,66.88174,79.15550,92.06207,37.27348,542.6421,0.01030,0.07875,0.08693,4.91535,5.73525,9.99897,1.43420,4.66976,24.60867,35.28640,55.99889,12.06699,14.04688,24.57288,34.81770,113.6192,35.03598,48.80627,25.42356,8.67141,10.08895,17.66296,62.45209,203.7574,5.89614,9.53090,4.15207,12.09782,69.31037,17.96870,40.65533,88.43423,87.75954,0.00000,0.00000,0.00000
,132,197.0002,155.2098,224.9069,66.15857,440.9148,55.95232,127.5028,174.9586,5.49869,9.06605,12.45374,0.00000,0.00000,5.03953,34.73986,157.2208,10.63816,17.49414,24.19853,6.32850,148.8813,7.48e-08,1.1908e-06,0.00000,29.27567,34.90980,40.29119,0.00000,0.00000,21.21451,163.9164,264.6828,29.82717,35.63140,40.93655,4.09663,62.06194,8.45881,33.77223,19.84440,113.7382,135.6101,156.7807,54.97810,826.8514,0.01769,0.13463,0.12189,9.26483,11.04439,17.42844,1.51479,5.51860,33.53149,53.35144,89.94757,27.14497,32.32485,51.15277,54.29578,200.7098,54.25306,80.23303,47.24243,20.53212,24.45614,38.71177,111.7281,413.1476,8.89669,15.85079,7.17943,32.57064,207.8635,33.77575,134.0766,199.2968,140.5869,270.6210,0.00000,0.00000
,133,283.0446,265.4019,358.2009,95.14182,571.0157,84.15210,169.8315,175.4612,7.36153,11.84477,15.94155,0.00000,0.00000,9.97507,59.21553,213.8540,13.75973,21.62061,29.15166,15.10137,250.3006,0.00003,0.00022,0.00048,35.33752,42.17105,48.85980,0.00000,0.00000,34.28727,224.6090,457.5055,33.69136,40.27705,46.37987,6.17282,88.96901,10.88184,45.57062,31.98903,121.5921,145.1610,168.0615,79.74667,1062.285,0.00691,0.05495,0.08936,8.97461,10.44272,17.93063,2.62866,8.23582,43.95779,59.82447,154.9790,23.28759,27.12077,46.55680,81.05831,258.6047,71.86967,98.61513,69.99479,15.00508,17.52240,29.96561,123.6684,402.7151,9.32400,15.14097,8.96097,119.7872,509.4728,48.35142,707.9841,557.3598,222.4192,299.8518,0.00000,0.00000
